product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
b72e63f4630dcaded1689b28efa4c583,brinquedos,59,1272,5,1000,30,13,30
3a78f64aac654298e4b9aff32fc21818,,,,,4300,30,10,48
ad0e74d7a7848008daa87492dff8db9f,automotivo,57,1631,3,500,16,21,18
f159439c5c382fae366d444e05c590c1,perfumaria,52,365,1,400,18,18,12
8eed5d27f5b8c6248731efb4782f6141,automotivo,41,1510,1,2800,16,2,11
9d0a2db5144d569d5ce5375bb0f4de36,cama_mesa_banho,39,347,1,75,17,12,17
41ae9f1ae64408cbe2b980a3227f04b3,papelaria,55,1349,2,1000,27,10,20
dd2ca29c9d0f93d3b1d28d7d7ee3025c,moveis_sala,24,356,2,7750,33,25,33
386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54,120,1,835,40,9,33
0eb8e03d4ef83152c4642b606b5bbdec,moveis_decoracao,47,348,1,2900,40,10,35
f303e2cdf0967ef1a153d12f2685d280,cama_mesa_banho,58,262,1,1400,25,10,25
73c15f15e628e4ec389e0ed1cec48b15,cool_stuff,45,3033,5,12400,35,35,50
e13cf83849f5e6cf2b946de4ca48bf2c,pet_shop,57,651,1,500,25,15,20
d88cd106d68ac93feccee719004d247d,informatica_acessorios,25,153,3,250,16,15,15
2b250e4c796f4ce9da7ee0465bd1b574,musica,43,656,2,783,16,8,15
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33,523,3,584,16,11,13
66b5f91356d928ae807ab4ee547f5e3e,pet_shop,47,115,6,500,20,20,20
036734b5a58d5d4f46b0616ddc047ced,telefonia,58,751,5,300,17,4,12
e7ef7e0bc312196681f8304cf7ddd92e,automotivo,37,269,3,6700,70,25,22
1175dc374bce5c9d93c4d4281d8d85d7,perfumaria,52,693,1,400,18,18,18
66f01f544ba693e1a1a7428caec79279,moveis_decoracao,54,757,6,3300,19,7,16
bcac2cdcd851929a5caa3e1508d5abc9,utilidades_domesticas,45,928,1,800,39,6,28
ace5d86cf1ac63cdb76f49e5cd23d2f8,moveis_decoracao,60,473,1,600,30,4,20
eb6913790ee61d3d4d8dffcbbedea827,pet_shop,57,1268,2,102,20,6,13
ea697d5bbca113fdf96cf66f7aa135c8,beleza_saude,36,668,1,650,16,40,11
c76ce8f19e21cfc8226f0551ed5da750,cool_stuff,54,940,1,1800,42,25,15
31d6f0a621ee145ae8c70304cf564483,relogios_presentes,54,691,2,200,16,2,11
089cc17c8bf2226d13648392e33dabd7,informatica_acessorios,32,999,3,225,17,5,20
f110a8fd4a8052d5717ce2adc2bb71d0,esporte_lazer,57,1176,4,3350,66,6,43
c857b96593773e940454e76efa8eabb3,moveis_decoracao,55,133,1,700,35,4,30
ceae7ba6df69ce2b3d1ec03bcfafc31a,automotivo,59,586,3,1125,60,8,33
575e0e0242a7a1900558645915d3d9f8,alimentos_bebidas,57,1551,1,300,20,20,20
44feb28a74abb0f2f303412d60160750,livros_tecnicos,40,1120,1,500,25,3,18
2ac7c9339ff85fff3e1aee3eaf7bb315,utilidades_domesticas,43,357,1,217,18,5,14
b41f1b93d5b478ecc56bcd6285c3a696,esporte_lazer,57,1537,5,450,30,10,30
06ae026e430189633c2fbd0288c86257,relogios_presentes,36,562,1,450,22,14,17
aba92acbdc38cb3a656015d4fa601a23,telefonia,59,502,1,325,40,10,11
b520bae2a8c9790cac40196cb2025283,moveis_decoracao,40,94,5,200,16,5,20
283f243bb09e48e8f324d175182d5cfa,telefonia,60,1440,4,225,18,5,16
6e1b14d3cbb5fb3a2c00351007127dfd,cool_stuff,55,985,1,1625,44,24,32
87f6e794e8e759e774a4c34590565036,brinquedos,59,1961,6,950,35,6,25
42749c525c90994bd3d4c74edf047172,construcao_ferramentas_jardim,57,1289,1,1300,60,13,23
ba58dd885694fa6a278aa4217365680a,instrumentos_musicais,23,816,1,9100,55,25,35
70906e04da1eebf3d1b8791bd09ffe85,informatica_acessorios,51,518,1,214,18,14,13
f74eb9bc847b5e5e906e5e214bb451b8,moveis_decoracao,59,438,1,900,30,4,20
3bb8427f7700385308f42cfcf4c8d10d,consoles_games,58,1388,2,700,25,25,16
a9e0a3a894f4bf7844830c090853c3e1,telefonia,49,79,1,375,18,10,16
47ed9bf58ec9b274dd4effeb9c75f117,beleza_saude,43,1145,1,300,21,6,14
d2f2c2b94c6ac44ece0bd0dd202c7939,moveis_decoracao,54,241,4,1050,32,12,32
d48bacc1dcd9c86bf1ed4ed2a303336c,brinquedos,52,752,3,1232,38,18,25
8173ca41cdb176462f9ae79821a48404,esporte_lazer,57,382,2,150,20,10,20
06c38a87544301cba8b0fb5a0796383d,brinquedos,45,553,5,2300,98,12,20
09690382191f134e947200ccfe32f7c0,relogios_presentes,59,901,2,400,16,11,12
ec72556b5da399d24fe06338e816a9ac,papelaria,45,151,2,233,20,11,15
b50c950aba0dcead2c48032a690ce817,esporte_lazer,58,2584,1,1800,16,16,16
446a112adf10992c2e26eb566a68bd46,cama_mesa_banho,47,718,1,700,28,8,22
cfa7ee31b3e91eacffe78176dc964965,telefonia,19,288,1,203,14,16,14
c7079d23bead81759eb7c670b96728bc,esporte_lazer,60,723,1,600,50,12,18
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44,916,2,950,53,5,13
a8fe47ad6f852f93cc92c7b408687de3,esporte_lazer,27,202,5,400,70,10,20
10d196ec072e2d8382c7ec9c942d7ea8,esporte_lazer,50,315,4,250,22,6,15
6c04f5ced4964898effa486a73d81ca2,brinquedos,58,884,1,250,20,15,20
173e9fe34bfe97f3a5e6dc57fe897b74,livros_tecnicos,36,890,1,950,29,3,21
9aedf557945e816d48539ee56293f860,pcs,55,3610,4,2400,16,31,39
e4e9fa024c5f014419b395452a41987c,esporte_lazer,59,355,1,3450,16,105,55
9d395a6bc9dbad2dfe60c8c92d8df397,moveis_decoracao,59,2001,3,850,69,11,11
63094ac128b54dd72d511043411df079,fashion_bolsas_e_acessorios,55,255,1,150,21,9,14
5135301d684848b74276f22afcc6781c,utilidades_domesticas,49,1012,2,500,24,20,23
cc5447118c174dcc6456c84ccb29e6f7,perfumaria,25,549,1,550,19,13,18
a179fe5e75138e812571da4d038f0271,automotivo,55,713,6,3650,56,6,76
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33,897,1,1600,42,25,15
def8b2856a5c8fea8715aa849a198cd4,brinquedos,43,279,1,281,16,12,14
f4b952dd7ab601c02bb1bd06395f45f6,relogios_presentes,53,301,2,1183,23,5,26
978859c6048ded0fa8bf3b9ea8236387,utilidades_domesticas,59,299,1,350,33,4,20
6050e522f532bdf1c69623a0312a39db,esporte_lazer,24,158,2,1800,26,14,16
8da77162e41d47464f9806727417cf6e,cama_mesa_banho,58,293,1,3600,50,10,30
7dcdcf1d40dd5422c3f16685ac1f0dbc,malas_acessorios,31,42,1,100,16,3,16
9328c3a5c42ae7b32d53e419f9b93d66,moveis_decoracao,60,473,1,500,30,3,19
729834518009d0ecf002340e2b9e34df,cool_stuff,51,873,3,1400,18,9,27
f9be8e0e5acd947d8f49dbc390b9ab20,cama_mesa_banho,60,322,1,2400,45,15,35
fb7a74777a6afa91445275b19024a722,informatica_acessorios,54,882,4,500,20,30,30
48e82f62f499350869ac7529efd9fcbd,moveis_decoracao,60,357,1,650,25,5,17
1c57458e824ca3d974ec1831a1a55e72,pet_shop,57,794,3,30000,79,2,63
d325b4b600e06bd11a1f8afdfdf3679c,beleza_saude,46,1290,1,950,25,12,19
500909059ad72b36b2554150cc327edb,cama_mesa_banho,39,1140,1,3100,30,25,30
154e7e31ebfa092203795c972e5804a6,beleza_saude,48,575,1,100,20,15,15
93914ef5901d870afb5c7c9ac77a50a9,moveis_decoracao,57,306,1,3775,38,18,32
45e967683e7292b195609137fadaf2fe,automotivo,57,453,4,100,21,2,17
2a211896ec7ab72cedc7939e9ffb01b4,informatica_acessorios,58,1306,1,700,23,20,17
c7e02747ef9366a4fb7f4ac4fd261c36,informatica_acessorios,59,2168,7,900,35,10,19
c784a651cf319526cc7cf854f83cb941,papelaria,58,125,8,500,30,19,30
fa824bd872b3bfb379407d40ff3059c0,relogios_presentes,60,645,1,265,18,12,13
f83c9874b5b5044ea58fef1be68c1ea8,cool_stuff,52,791,6,5200,63,2,79
19c91ef95d509ea33eda93495c4d3481,beleza_saude,50,1257,1,700,25,12,19
1cbe6092926b24ecacfdeb748bc34105,automotivo,52,666,1,4950,65,25,25
8ac83e639035f00faa972f1fb0063b4e,beleza_saude,50,796,2,150,20,10,20
168b1b45c68037b0490157ee10540349,cama_mesa_banho,60,269,1,3150,39,13,46
086351823300e0339f6955b27998c186,cama_mesa_banho,49,189,1,3305,65,12,45
ec242882027ee23182f0e790e4117128,cama_mesa_banho,60,872,1,1400,45,15,35
29fd9022374ff3fef2e8f82c39b4133e,cama_mesa_banho,57,427,1,800,45,15,35
34742604f6cd1e891726b849b6890f81,esporte_lazer,47,1582,1,12000,105,46,46
b06e4ddd013b4a1a81e80fe575d9b762,cama_mesa_banho,60,226,1,1500,49,7,40
626a944b34a60ab69c2fcf2827163c84,eletroportateis,56,3498,1,600,16,4,13
6eba58100f906fe0965290b28ca3c45f,cama_mesa_banho,54,532,1,1450,16,10,16
9b90cdb2d9223fc2e400fcdda43bdd48,esporte_lazer,41,1139,1,5475,32,33,22
3a56185b0baa8dc98beef8ebba000b96,casa_construcao,48,894,1,2300,30,30,30
a04087ab6a96ffa041f8a2701a72b616,pcs,55,1105,1,13700,27,50,53
b63e8531d772927d6d0b5e4ee1c48389,casa_construcao,53,917,8,1300,16,27,16
aef49965c6d201c9eacf037fcda90b39,bebidas,43,453,2,4550,40,20,30
acdd408fe971bbe29a81f8febb575ffc,eletronicos,50,237,1,175,20,16,18
d4a3ae5a2378f3e732a6d3ba73cc22e4,informatica_acessorios,55,631,1,571,24,25,20
71ff103df4589cc0b353dfb0f6777037,fashion_bolsas_e_acessorios,28,385,5,500,30,26,22
c6548fa817cc7271747e6c6bd2461171,brinquedos,31,299,2,500,42,6,33
07e00c385280d659de8eb0254b75ecdd,utilidades_domesticas,57,190,1,350,33,7,15
85fa36e792c259f4f0022c6966c50c1c,utilidades_domesticas,42,328,4,400,27,9,18
b744e6c9118fe1df001c94ef9a4d7ab5,utilidades_domesticas,59,587,2,850,38,31,34
7f4e034245e45549110139d1de248f83,bebes,55,1629,1,600,20,13,13
88dd63919fc9ab693803578a04a20209,informatica_acessorios,58,395,1,217,16,14,14
1491a8ff192d4b5c369b0eaa2fe33ee5,cama_mesa_banho,46,162,5,4600,60,19,50
6bc8dadd7731eae110fe2d177361784c,informatica_acessorios,48,591,3,138,16,13,13
1e618d311a1b7f88a9d96ec50aa85582,utilidades_domesticas,42,540,4,9950,31,61,31
c862d801c5bf9b08e1bde0e3801199ed,automotivo,56,1445,2,1100,32,13,30
d44757bff9d0a479db38e2117eba931d,brinquedos,53,1047,3,21600,60,50,50
ec96b7b4e1401281edb9465d0d689cae,alimentos_bebidas,36,420,1,1200,16,23,13
402e8d6a95c83da5c3cef16b795329b9,moveis_decoracao,40,160,3,523,20,25,20
8d1cfc0463b545928bfb4e589e017bd4,market_place,55,1626,1,175,17,10,19
9163c7e81fd68452472912c4cde810aa,instrumentos_musicais,59,153,2,300,16,5,20
3cc4b421c1f28dd22e86fc4aaafb600e,cama_mesa_banho,57,188,1,1100,44,2,35
78efe838c04bbc568be034082200ac20,moveis_decoracao,57,272,1,2500,40,10,30
414829663add2bcd9db69ee3ad351a9e,esporte_lazer,53,354,1,1110,32,25,23
a99b67c7e525bb5ca667e1aa284c28e2,esporte_lazer,27,684,1,3100,19,3,19
55782cb82e0efe052da0a3da237da3b2,automotivo,60,1159,3,2450,30,30,30
e6fd80a00ebb1a3e0d58a38555fbbf2c,informatica_acessorios,31,600,2,500,19,9,16
9f7b48e2d4e4d7375f71a10791faa1b8,cama_mesa_banho,42,507,4,2050,50,10,40
57d87687241f1aeb1a202f93ceccb0f3,cama_mesa_banho,55,273,1,1150,38,10,38
eb7172d8a3c64298d2d767f6603c231e,brinquedos,51,296,2,250,23,11,22
a695ab8413ea83619cde9b18292d6aa1,moveis_decoracao,38,503,4,1700,23,7,23
96d1c06692244e2fed6e1f9aa9552770,cama_mesa_banho,48,252,1,625,70,15,50
aee3f592b58fb4d19977aac4159cd4b1,pet_shop,51,1585,1,200,20,7,14
97017430754804328eb9597b7f85da03,telefonia,60,818,5,300,17,4,12
7b5d8be0e04080e4c8ee6a7ec2f1f597,moveis_decoracao,50,830,1,650,20,35,20
a1f9e41822bf2fb8bb98659e650b7e3d,utilidades_domesticas,40,153,1,14350,55,15,45
b95179da85cd8482c7a347e9a0d08466,esporte_lazer,59,202,3,250,20,5,13
1c21c1ed398eae61184065889ca3d4b0,cama_mesa_banho,51,324,1,900,42,8,37
f22c9d6ce2431ff939aad39e026cc7ef,automotivo,37,1507,4,2600,38,18,23
aef95f9d9e323e61a5caecdc41907c79,moveis_escritorio,35,1168,1,12675,48,49,40
6dde44b4172999f35f08654d06bad633,moveis_escritorio,55,1180,1,16167,64,62,25
e0a35b4c1be73785b8637ee21d5dcd02,utilidades_domesticas,58,623,1,400,20,30,16
12a3f3a8ef6c5e3c29c88e670fd61ee9,cama_mesa_banho,55,376,1,1000,39,11,28
1e1172a8b6ae12312c22ccf33625f7ca,fashion_bolsas_e_acessorios,52,1436,1,200,16,2,20
87cb507e0daa37bbf34956fd59eba832,relogios_presentes,55,167,2,250,16,2,11
47c064333cf67e5cdc8243db3f095767,utilidades_domesticas,63,369,3,1000,30,5,35
fb060ad9a8625b626189641799bccf89,esporte_lazer,63,569,3,275,24,8,12
d34e60a899ba1091792aa4bbac4cc1df,eletroportateis,51,750,1,2175,17,17,50
fe75529a267b76ac6e96f0c322a899a4,beleza_saude,33,374,1,304,20,15,15
f4cd030cd445192809e17afbdec67f56,moveis_decoracao,38,1455,3,150,35,2,25
6addacff5b9a648cf0760f3d943b99b0,informatica_acessorios,43,460,2,250,16,5,11
6c34d241bbd85d693f1fee6a4b8a8e2b,eletroportateis,40,753,2,7350,35,35,40
715ff1d94c99db18163cae1eb40f9bb0,cama_mesa_banho,34,437,1,400,16,12,11
80d3aeff2ab6c9d795010c029dbd5ddd,moveis_sala,31,342,1,4350,58,15,53
e7d26dd6742baca292020c158e6720c3,malas_acessorios,40,124,1,450,24,47,34
92c1eb75a887a500d9689fbad65e27e3,moveis_escritorio,41,1205,1,17150,58,61,24
ccb162ed569f47d83f62aebd5700d7ad,climatizacao,56,671,4,8750,25,25,25
f422d0d9f8b5f7c27289382b14b61248,brinquedos,63,361,3,1800,38,12,35
93c902b021a9e594f658ab1b0351602a,eletronicos,60,390,7,1250,26,10,18
f216457c32ee07732482741ca33128c6,livros_interesse_geral,22,921,1,400,26,3,36
5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,51,693,3,600,20,20,21
656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45,236,1,173,18,13,12
2a15783d3cb601f8d9a6a86806b037b3,bebes,47,1080,1,600,38,5,33
b953d9a0d8c056d4144acbff1f0adc80,automotivo,59,763,5,1100,23,7,38
3ede26b9ff5be98aa46feaf2b1416ddb,telefonia,37,361,3,200,19,3,11
2a5806f10d0f00e5ad032dd2e3c8806e,moveis_escritorio,46,1350,1,11875,57,55,22
a94036c0bb4dfce8d5762777c07b7be2,cama_mesa_banho,57,2473,2,2500,43,8,33
fdbfd4cec6db6e89f22d9aa2c4839eed,casa_construcao,60,362,2,20050,55,25,55
e7240b84eb702e0aea8a1a30a47ba204,fashion_bolsas_e_acessorios,40,409,2,50,16,9,11
71e5d0eb5a5fcc829dc6c1bc1ecac7cf,esporte_lazer,36,2886,1,150,16,16,11
ef9ae4fb9a9005e8e463cc2616084276,esporte_lazer,48,730,2,9000,44,35,23
2028bf1b01cafb2d2b1901fca4083222,perfumaria,54,1536,2,250,20,8,21
5f0bdec2fb222061ed8fe52586a5957d,telefonia,42,660,1,113,18,4,11
e7d5464b94c9a5963f7c686fc80145ad,relogios_presentes,42,938,5,275,16,14,14
8d7d29e5fb9ff5333009326c87fc04e9,moveis_escritorio,56,1070,1,7433,57,68,31
20bcfbb4c385ac8feaab2bff523a5694,brinquedos,48,480,2,400,22,5,22
67f9d01bcd84e2229ba6f8a75b635b40,moveis_decoracao,58,372,1,300,37,15,27
d8de812ed5d981fc6a3984f4caa2aa05,esporte_lazer,44,1854,6,525,29,16,20
7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59,492,2,200,22,10,18
e5eadf9be70a4a9fa514019542fc330a,eletrodomesticos,48,543,2,1200,35,20,30
cfe9e8e1f0400c8cc665d41722f34086,moveis_decoracao,44,696,4,1500,35,40,35
94a6c010ef78e62cab34c6caf0a69b5f,consoles_games,51,113,1,100,20,3,15
a5d722d3c7a01c224625d0881e630503,informatica_acessorios,57,905,4,500,16,6,48
ff7fccf8513f360157f0660fe51d1d88,esporte_lazer,59,1313,2,1500,80,14,16
e33df02e384487f2bcd3788619f89215,utilidades_domesticas,48,274,1,350,20,30,30
6609d9a71a607da16750629d52615b9e,moveis_cozinha_area_de_servico_jantar_e_jardim,46,964,5,1100,20,16,30
3b82e71cc658bc6deadebef95075ac55,bebes,48,395,1,350,25,5,17
bd3a02d6af913ac8e4c07501e2a13dd5,cama_mesa_banho,55,702,1,2146,42,11,36
05216a143a65ab59fc48fb996e7c12d7,fashion_bolsas_e_acessorios,53,353,1,200,16,2,11
915c18c67d0b3cd469475eccc0d1a7bb,eletronicos,46,391,1,150,18,12,13
de80c37c338574091896b7fdc81dc376,beleza_saude,49,1045,1,333,17,17,15
b3e40ff639c185b9d726b4b19c17e6cd,cool_stuff,55,934,1,2150,42,25,15
04a3191f211edc97716020026d05d260,cama_mesa_banho,56,595,2,950,42,29,28
57f2bc497c1a3ebe41ba7a06d78ed159,relogios_presentes,55,336,4,250,16,2,20
05c693a8085dad009cebdcf2830ab738,telefonia,52,525,2,200,19,4,11
67837a6bc3074b80f6fe8efc4740d37e,cool_stuff,40,618,4,882,28,14,19
8466762a9393a2b2b1de73f3cf6081a3,moveis_sala,29,104,2,2700,47,6,47
7eedc4bfd32856b0c2b78657036d203e,cama_mesa_banho,55,318,1,16000,45,15,25
6f1ccca9f878a413a495487eb649ab32,moveis_decoracao,32,240,1,700,40,15,11
0b48dc720b9a40d75ce14eda10be0922,moveis_cozinha_area_de_servico_jantar_e_jardim,59,558,5,6950,47,23,37
93323c2cfff65a81c9da5566fcdde69f,automotivo,49,1183,3,600,20,20,20
ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,38,735,5,800,20,20,20
e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36,210,1,541,21,15,16
2083a6feb4bbb31f6abc92fc24e468c0,telefonia,56,3135,2,150,19,15,15
de9305867467640bebc680708d43f27a,esporte_lazer,49,1263,2,17550,105,65,25
679a3e5e1d2bb68982be5734c6e55e63,casa_construcao,57,565,4,800,38,38,22
2e0a8fea09b84a86e1fef3fcdf244668,esporte_lazer,57,597,4,7750,52,22,32
991dc21288b4d582f86f85f7af02aba5,cama_mesa_banho,55,844,1,800,25,5,25
fa157aa51a996cc533b9048c3c8118a0,perfumaria,37,431,1,200,20,10,15
ab3c88a070e61288a0f37d8ea38e7cbe,moveis_decoracao,49,666,1,3450,30,35,30
42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,60,188,1,1300,44,2,35
770c09cc394c3244d902afda4ea364bc,moveis_decoracao,47,709,2,1500,30,25,25
34cca2ce290bf56db69e0f6d2104fc37,beleza_saude,41,756,1,150,23,4,17
fa381a4a9af65ea5fc8f3829214045f9,esporte_lazer,60,1351,7,3050,62,10,22
46c01e269265ddd1b66ccc8b4588a411,utilidades_domesticas,34,767,2,4150,29,28,23
2d4d78eecba060a7127c5f6a21cdb0c7,brinquedos,28,137,1,2444,45,22,41
b3dc35a7b0042136507e1c174bd7cd2d,automotivo,59,2951,2,150,16,7,11
1613b819ab5dae53aead2dbb4ebdb378,automotivo,60,982,2,50,17,10,15
1550a0fe151b511cb7cb327c55c865d3,bebes,56,1386,9,10875,68,44,35
01cdc6fbdb39fc792bb4c40164ce2331,automotivo,44,1085,1,7050,102,4,41
9bc7d25a36d620cf449cfdebe3de132f,beleza_saude,45,287,4,500,20,7,20
34e83bed8d615779f4ed501e7033fc60,cool_stuff,38,1639,1,100,16,15,11
df969ce58d2f301f941a09bc75558cd4,bebes,51,446,1,350,30,30,20
0fa81e7123fd0ebe03adbbe99d912827,cama_mesa_banho,60,189,1,1350,46,2,36
18b0e642cbae7251e60a64aa07dd9eb9,informatica_acessorios,24,718,2,200,41,2,29
68c01f1f3e73b30776f7d737f6a012ac,beleza_saude,44,1028,1,350,18,11,11
0388b93e2992639ef7de7b35b2ba91b2,fashion_bolsas_e_acessorios,50,427,3,2100,16,5,11
4298b7e67dc399c200662b569563a2b2,informatica_acessorios,58,420,1,200,21,14,15
1b7b45fba5ad23e8117914f8b36e6772,esporte_lazer,46,1277,5,1600,42,10,22
6d1befe53a3d28e0d0d8b3bfcce11195,automotivo,56,1235,1,1800,34,40,19
8f8cb7e4a7f16d339f87f8aa2711a003,brinquedos,36,529,2,650,28,13,15
84dacba9d49f304ee015bc094083df20,utilidades_domesticas,54,341,2,16300,80,23,33
e034c021254ff4d8da4e936e047967af,beleza_saude,42,2877,1,150,19,14,16
0c96091f6f20b1d2c946a933370782a4,esporte_lazer,48,683,1,200,20,4,15
d1a790e97df2101ed61553a5fc1cfe02,utilidades_domesticas,36,566,3,300,40,5,40
d6aa421b9567e3e2a3a0caf8fb846cbc,utilidades_domesticas,48,546,1,5675,25,25,60
6a1c65dbbecc1ece8c22856122a774ac,moveis_decoracao,53,770,1,13650,45,35,45
ceb9134650bd7cae74affc51800f309a,beleza_saude,46,648,3,1100,32,8,38
1707ef553eb000d860fff09e3d08b037,informatica_acessorios,58,565,2,250,16,5,11
23318fc7dadffdde2b4ebf8dadefcf68,moveis_sala,58,487,5,3300,46,9,56
7b35ccd93a2184646c03b70326626923,esporte_lazer,30,2162,1,1563,20,16,17
d7b39598905ba8e791fe3f1f376d59f9,,,,,200,28,9,18
4345b14b84ad05bc0f724913b134c6eb,bebes,34,775,1,625,23,22,11
52801616f7cc110c31c559fa94cb8563,moveis_decoracao,46,210,2,417,21,21,22
bb42f37fc3d9130e4a4339d24a47dd7c,cama_mesa_banho,59,81,1,400,20,2,15
6db41bd5a650ed247a5690c0e78c3969,utilidades_domesticas,50,979,2,700,30,30,30
f2e84ab8eb8eaa7cddc82f2b0f4424d2,informatica_acessorios,51,727,1,450,18,16,17
d3ceda8c68fb31960dab19adf28e5c6d,moveis_decoracao,60,2010,2,3000,69,11,11
3f31ad7df5482b3e8fcaac6ea060574f,relogios_presentes,48,361,2,200,31,4,13
7b8c427eb09be88d32fcfaa8018f5caa,beleza_saude,55,624,1,2000,30,12,16
31a2fd4c489928b895ded31469fcbb5d,fashion_bolsas_e_acessorios,40,417,4,150,16,9,11
2267f81f3634e3fdd5d27151ddad3c26,cool_stuff,53,419,3,9650,86,8,40
4d3e81b2dfb45a73759982d63e532e94,cool_stuff,49,425,1,200,30,5,30
5320227c4bd28373213316b78f0f0b44,relogios_presentes,47,738,2,200,16,11,11
b0054021dee7f055b57da97096fc1c95,brinquedos,45,386,1,400,16,12,15
3eef0cb94ba82de806bb30ab743c7655,moveis_escritorio,26,1177,1,11880,50,60,27
17d17b9640ddee0ec3fa09c91b284ae9,utilidades_domesticas,50,476,1,500,24,8,15
90b8a54ccc8372ea12573a7fd3312c33,construcao_ferramentas_ferramentas,55,856,1,250,16,12,14
6d3d8ade6b793a08b041b6bc653c08ca,moveis_decoracao,53,502,1,650,25,25,25
9ccf11289147e5277b022439b4ea1f20,automotivo,59,983,5,600,20,20,20
86b905f8e48ccc43feec909bd9b934fb,moveis_decoracao,34,677,1,1200,17,32,17
dc6185221ef0ba24510b48e0612fd51f,cama_mesa_banho,52,572,1,6700,30,20,20
e1723cc3f4bc8a361b57f8c8b97959af,eletronicos,44,376,1,200,25,7,16
016809bbae76f284266dcffcbb12480b,malas_acessorios,38,789,3,600,50,5,40
c2363f555558eefafc1fb2767571cc57,informatica_acessorios,36,665,1,800,16,11,37
58662fc2ddcb4853532ee42a1cfc9843,informatica_acessorios,38,294,2,140,20,6,14
6bd248f93425ceeb625a8a97e2404112,papelaria,39,217,1,550,46,10,32
b3cf0a98f31b76ed0cec13d9c77102c4,market_place,26,1528,1,1300,33,6,22
5baf51b71ace9afbb38f0b161f0c098b,beleza_saude,62,3621,1,800,20,15,15
a1ca62481619b02ad09535f2b418bb75,telefonia,56,867,3,350,20,16,20
7ed6634347bb8371bc6b20b3a7022bce,esporte_lazer,60,331,1,8500,100,6,50
ce149636a055d9eded4cde55da9ebd3b,fashion_underwear_e_moda_praia,52,624,1,200,42,4,14
ff5f8606556b625613f069a5a9a48966,bebes,63,554,1,2300,27,14,27
