order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
9bcfea969358b43046969a17bfa436b9,a8dae326e70d36bde8a49e2207f1f0d8,delivered,2018-02-22 15:43:00,2018-02-23 15:54:25,2018-02-28 19:34:30,2018-03-22 11:32:53,2018-03-28 00:00:00
3b2124c60aeceeefe963adfc35d0310d,1d00e4153e19570adc3862c093d0d071,delivered,2017-06-02 12:57:15,2017-06-02 13:22:44,2017-06-05 11:45:02,2017-06-13 10:37:38,2017-06-29 00:00:00
610d998ea61935583bd897dd101d0e1d,4c6646f19dfcb0bc05ebccf4ddeb745c,delivered,2017-07-24 19:36:14,2017-07-24 19:50:14,2017-07-26 21:03:44,2017-08-03 18:09:58,2017-08-22 00:00:00
f7a4be4d6edb66bd0e62e91e1bbc9061,30df93bd0e2874646d39d37dec1764d5,delivered,2017-01-17 10:49:05,2017-01-17 11:02:18,2017-01-18 12:40:23,2017-01-30 13:28:43,2017-03-01 00:00:00
844f01e04cbbf8ba9a2ada9f036eb8d2,85edc80a16b4badbc1e58061b6ba26e3,delivered,2018-02-06 20:37:41,2018-02-06 20:51:06,2018-02-07 20:33:08,2018-02-20 17:05:35,2018-03-07 00:00:00
b025ae09d0783f8194ec38b10c65acbd,0634a391a7b3989dda9196f26e6b2242,delivered,2017-09-01 10:50:42,2017-09-01 11:04:34,2017-09-01 20:04:22,2017-09-11 18:37:38,2017-09-20 00:00:00
48152543286e71de6452df5ae4bd069c,a5c00cbccb8ff7ec3bb8715188412b83,delivered,2018-06-18 10:40:20,2018-06-19 04:17:08,2018-06-19 11:00:00,2018-06-20 17:52:02,2018-06-28 00:00:00
db7f34935c2b818933171e61c031695c,e04f1a56c179e5072f239aa83ee0b5c7,delivered,2017-06-09 13:14:12,2017-06-10 02:45:16,2017-06-12 14:19:33,2017-06-19 13:55:47,2017-07-11 00:00:00
9cd88e173978b7414b46e60ddc882ae2,7461f9bc414c8346a6ba180b1fbe3580,delivered,2017-08-27 14:17:28,2017-08-28 17:05:40,2017-08-31 20:36:40,2017-09-05 19:42:14,2017-09-26 00:00:00
5fc156541c3cea8af8784a46dbfcd183,76ebf70a559266867675fc7b0e74072d,delivered,2018-05-29 11:02:48,2018-05-30 10:56:37,2018-05-30 13:11:00,2018-06-12 20:15:50,2018-07-04 00:00:00
3005c05dbcb19ff903a28b5d654bb1cf,b70dd1b7a273c0378edb26d95390f857,delivered,2017-01-25 16:57:30,2017-01-25 17:10:20,2017-01-31 07:27:52,2017-02-02 14:29:07,2017-02-20 00:00:00
eaae5e87592113d14ab25a25bf5105e6,ac2042ae043b8f859f71ff914f863cd2,delivered,2017-03-22 12:30:05,2017-03-22 12:30:05,2017-03-23 08:07:24,2017-04-19 14:43:40,2017-04-12 00:00:00
4e53a913dfd522beb67229c2784dde5b,891d97a0573cb2e4c69db4e87728829b,delivered,2018-04-13 14:32:08,2018-04-17 05:50:56,2018-04-17 21:48:55,2018-04-25 21:58:44,2018-05-11 00:00:00
32219b8b14d2170cb4d16cf24c5d6025,4860f134f8d652b3d93ee94e9d3aa185,delivered,2017-10-18 11:53:15,2017-10-19 02:56:38,2017-10-24 18:26:43,2017-10-31 19:08:42,2017-11-08 00:00:00
7ece3f32d060f91a98d50279ab15ebaf,29d768c153dabfc1ecfeb0c1c389727f,delivered,2017-01-25 01:23:07,2017-01-25 01:35:07,2017-01-30 10:17:10,2017-02-09 10:14:41,2017-03-14 00:00:00
3c5b8e9f31061a7aeb8531216a18606d,d812ff486ec5070d45ce3abff665d5df,delivered,2017-12-29 07:06:24,2017-12-29 07:15:22,2017-12-29 17:22:40,2018-01-05 23:19:55,2018-01-24 00:00:00
09f58c00f941827ab206de7796785e44,7c94da97db6fe83e123f80baab533a97,delivered,2017-01-05 16:05:07,2017-01-07 03:35:34,2017-01-11 15:47:40,2017-01-16 15:43:31,2017-02-13 00:00:00
cec27ecc8324e22e5721ce87471d4b31,5f46e687a5c82cb1eda593739430f16a,delivered,2018-08-16 10:28:23,2018-08-17 03:35:11,2018-08-17 12:10:00,2018-08-24 17:14:34,2018-09-06 00:00:00
5accb23a030458bbfb5eb669903f05b7,e643215d64e8d8f969804bfdc98e50f1,delivered,2017-09-24 14:47:42,2017-09-25 14:51:46,2017-09-26 20:22:29,2017-10-09 20:03:57,2017-10-20 00:00:00
44a10a741d51010c1440fc7337b5ff6e,08185246997b160bfdc98c4804abae71,delivered,2018-02-10 09:25:05,2018-02-10 09:35:29,2018-02-15 17:23:39,2018-02-22 22:04:08,2018-03-07 00:00:00
e35b67f3b9778766f35d9d6e11af1761,df9c907a19d1c599e071af85fcb04f92,delivered,2018-04-03 22:54:22,2018-04-03 23:10:13,2018-04-07 01:18:30,2018-04-10 16:20:58,2018-04-25 00:00:00
d2c902f172e80f22126d53d9ff7871b2,8a320a211ebebf7ce02c6a514f0aaeac,delivered,2018-07-03 20:52:04,2018-07-05 16:33:24,2018-07-05 13:14:00,2018-07-06 18:12:25,2018-07-17 00:00:00
3568894fa3afedc367d3a4816983dceb,bfbe1fd99d9d53a58d06966a0f4eb5de,delivered,2017-01-24 15:59:17,2017-01-25 02:42:25,2017-01-27 07:05:47,2017-02-09 06:28:44,2017-03-01 00:00:00
4b81239fe83a49acf69014a6819d45f7,45b660ceff4b3fb644ed71cec139a81b,delivered,2018-08-15 21:36:41,2018-08-15 21:50:42,2018-08-17 13:21:00,2018-08-29 01:24:47,2018-09-03 00:00:00
b8cd3107b41b1232ec5ccc2958000acf,e7958b1dac84719b0e9250e063421045,delivered,2017-08-03 12:26:40,2017-08-03 15:23:44,2017-08-04 18:54:03,2017-08-25 18:37:37,2017-09-06 00:00:00
8a6687e2edd62edc2b9c1de51234bd98,7c93fdee2bef9805081b51d931b99bc7,delivered,2018-07-02 12:06:33,2018-07-02 12:15:11,2018-07-02 13:47:00,2018-07-10 19:32:05,2018-07-30 00:00:00
4d41aecae7fc035c91789128309fb7b0,66f301b13bbabd16970b1f7a8f4e40ac,delivered,2017-04-30 00:12:14,2017-04-30 01:22:34,2017-05-02 08:11:00,2017-05-16 14:55:52,2017-05-25 00:00:00
4fe2e8b329e56a00aba9b0136b46f00f,0c6e74d3848e590888f197074ee1f5ff,delivered,2017-01-13 11:06:56,2017-01-15 11:05:13,2017-01-18 04:58:17,2017-01-20 11:33:43,2017-02-24 00:00:00
56fdda0cb0aee560cd00b1a571dcb10f,d558a46ba4dd583c224349c628c52c56,delivered,2018-07-13 18:07:37,2018-07-13 18:24:02,2018-07-18 16:25:00,2018-07-24 20:12:30,2018-08-09 00:00:00
efcdad37e7529147a3c3ece422943baf,68ce6b05de7e3b0d5103fb9952c9c959,delivered,2017-11-06 12:09:21,2017-11-06 13:31:20,2017-11-09 20:24:05,2017-11-10 18:24:54,2017-11-17 00:00:00
25dbad31db4b9059dd02d72929578d1c,5512f32e517ea091e4410f66504dad30,delivered,2018-01-23 11:15:44,2018-01-23 11:38:03,2018-01-23 22:14:01,2018-01-26 21:12:49,2018-02-07 00:00:00
fc85b94eb688b0abb29954cf6354c1bc,30618802562d31117ba648da7cf54645,delivered,2018-01-09 19:19:32,2018-01-12 09:31:21,2018-01-12 22:32:57,2018-01-23 22:09:55,2018-02-05 00:00:00
2e931584519b7ebc7b1a445a4f7cd8f1,f33c9d0eaa22a1be86ff276c1516e17f,delivered,2017-12-05 14:32:44,2017-12-05 15:21:26,2017-12-06 18:17:06,2017-12-19 19:18:36,2018-01-04 00:00:00
84135f650b81a3dad8babdef22952b7f,cb3caf08929ebfa13fdcffec28f3cd6f,delivered,2018-06-25 14:34:45,2018-06-25 14:54:03,2018-06-26 13:05:00,2018-07-05 23:18:44,2018-07-27 00:00:00
317bfcd79627d89d54a917da6e066beb,124ea0ac4cadfffc49227a24235871fe,delivered,2018-03-12 09:48:20,2018-03-12 10:15:50,2018-03-13 23:35:42,2018-03-17 17:40:36,2018-04-10 00:00:00
0aa6d207e7ba004eef415715c25765ce,f467accea193ed2a3000f9ea4092820b,delivered,2018-04-15 11:59:06,2018-04-15 12:15:24,2018-04-17 03:34:43,2018-04-20 20:08:41,2018-05-04 00:00:00
2de5b68f713b073b77fda04cb4868443,b3ef2e15b1f2d5598a28e08e3536542b,delivered,2017-12-05 14:10:07,2017-12-06 12:51:11,2017-12-07 18:57:57,2017-12-09 14:07:07,2017-12-28 00:00:00
b6f7267c5de549e8079e23367dafd3a1,e45d7222b87e8b15b377853dba5be723,delivered,2018-06-11 10:26:21,2018-06-11 10:58:31,2018-06-12 13:56:00,2018-06-15 18:18:34,2018-06-28 00:00:00
582ecddc80251f58adb996143e81d6e0,d6aba909671bed4ffb393c2c4a9c1cb2,delivered,2018-05-15 16:13:39,2018-05-15 16:36:05,2018-05-16 14:08:00,2018-05-21 18:36:54,2018-06-07 00:00:00
56ef80c564f6fd57cc662adee0379746,207df7ad3a701cc5f0a232000cca51f9,delivered,2017-01-16 14:24:22,2017-01-16 14:35:17,2017-01-16 15:21:56,2017-01-23 08:56:05,2017-02-24 00:00:00
9f42ba3ab7f23f1ce0a717cfc841a9ab,3c8f71003ac0c80c105ed834fed4f738,delivered,2018-01-10 14:55:25,2018-01-10 15:12:39,2018-01-11 18:28:34,2018-01-19 17:59:04,2018-02-05 00:00:00
418aaa61ff9515614340e03422fed9c9,bc94fe20172cefc3e041019d0192caff,delivered,2017-03-12 14:02:57,2017-03-12 14:02:57,2017-03-14 10:44:58,2017-03-17 12:06:13,2017-04-03 00:00:00
47378b461210a310c95e17323f7dd726,8a5881366c8a17270865c025f0636675,delivered,2017-01-27 05:27:14,2017-01-28 03:31:22,2017-01-30 13:42:08,2017-02-06 15:44:33,2017-03-07 00:00:00
4c3e9e2bce3a3234a9255f390683e3af,9ba4e9572b42c109f0939c3f43eb3e0c,delivered,2018-02-13 12:50:33,2018-02-13 13:07:20,2018-02-14 19:43:43,2018-02-15 18:27:49,2018-03-01 00:00:00
2251c2ae48921e06fee59a7779d9bd47,35d15ec55b747200f78c492b3d9ddd72,delivered,2017-10-10 23:51:07,2017-10-11 01:04:09,2017-10-16 19:22:32,2017-10-17 19:38:53,2017-10-23 00:00:00
f5af86a3bea41e5daef5c06e7a02ad2e,e8d19c7ae749d892ea35e91da2f345bf,delivered,2018-08-01 23:24:08,2018-08-01 23:35:13,2018-08-15 17:42:00,2018-08-20 15:55:42,2018-08-13 00:00:00
8831eaa951f7563404fa3355d0a89f1e,f03c9c80de7a0a901cd92d8507717007,delivered,2017-08-30 16:59:19,2017-08-31 04:31:24,2017-08-31 16:27:54,2017-09-01 18:19:07,2017-09-14 00:00:00
7117ea59ab9bdbf381b1a880eb25b07c,9026aa2a4b854ef18f281eee09434801,delivered,2018-03-14 10:15:23,2018-03-15 03:30:33,2018-03-16 17:51:17,2018-03-20 00:06:33,2018-03-26 00:00:00
aaaf314a8cf0d0da71e52c6cd4184cbd,7302e92da39fdc7fa8b02048113bf5ef,delivered,2018-06-19 16:10:55,2018-06-19 16:45:29,2018-06-20 11:55:00,2018-06-26 21:17:55,2018-07-24 00:00:00
0571cdb407bf04b419c94ffd7acbd874,2ec7666d1077597d4e4ff2116a319530,delivered,2017-01-19 21:24:05,2017-01-21 03:05:52,2017-01-23 11:41:56,2017-01-30 13:24:45,2017-03-03 00:00:00
678b28f078641e74d50be86b4ecaec7e,58d1b021c741cc8728280bbe6d0b3da8,delivered,2017-01-26 18:19:42,2017-01-26 18:30:42,2017-01-27 10:12:50,2017-01-31 18:43:58,2017-02-24 00:00:00
7942099e2f484fd9f80b3bf901b706ea,dff35e4b5a960daa3287033b77b1c965,delivered,2018-04-26 15:16:34,2018-04-27 03:51:01,2018-04-27 13:40:00,2018-05-08 20:26:25,2018-05-23 00:00:00
c2b819b02527dbe8dfe424c00d999e0c,148e9dce3968211ba80e8db0b5b5332e,delivered,2017-12-06 22:28:07,2017-12-06 22:39:32,2017-12-14 01:07:30,2017-12-20 15:22:34,2018-01-04 00:00:00
65e6b525bace662c8db890bd33df5299,41e255383c00b16885a8a46c2039f0dd,delivered,2017-10-03 22:07:48,2017-10-03 22:23:43,2017-10-06 21:11:05,2017-10-16 16:12:29,2017-11-14 00:00:00
032c9c5e050a01a77c20be3989064308,1fb67b763df136bf1a29f1da8eeb128d,delivered,2017-08-15 20:40:16,2017-08-15 22:10:22,2017-08-17 11:15:48,2017-08-24 18:55:19,2017-09-11 00:00:00
4f869174cbff0495e39adbe5a6c4c040,4974be94784b655505e37fdb610a8e78,delivered,2018-01-20 11:23:02,2018-01-23 03:52:41,2018-01-24 00:04:20,2018-02-08 10:44:52,2018-02-15 00:00:00
6639b799469775ff2a696e1bc96b9f58,5abc46c5112594d06d0350a24ec399a2,delivered,2018-07-10 23:46:28,2018-07-12 03:26:16,2018-07-24 16:07:00,2018-07-25 21:21:02,2018-07-26 00:00:00
341dc4ea81fabe7de6af564b72fcf3e2,8a8c2e93d6ec33bb908f101211d78227,delivered,2018-07-04 16:17:27,2018-07-05 16:30:57,2018-07-05 15:48:00,2018-07-12 00:28:33,2018-08-09 00:00:00
822f778d1cd09285df832ee2cf65b83c,1e82589c6c7a1f0d30ecd3e87cdeaf0f,delivered,2017-11-26 21:56:25,2017-11-26 22:12:20,2017-11-29 12:32:26,2017-12-29 20:38:50,2017-12-19 00:00:00
51ceba3ba51d4b4543e7f78e181e0ba9,e7659c6f9fc78ba546ee2b0615258589,delivered,2017-01-23 13:31:26,2017-01-23 13:45:18,2017-01-24 10:57:50,2017-01-30 15:12:57,2017-02-28 00:00:00
67730eb2f9468b8c6eb20a45dd477bbd,1d2a30627555e9f9e4948031b23ae4c7,delivered,2017-05-07 19:13:36,2017-05-07 19:25:07,2017-05-10 04:37:52,2017-05-17 15:06:41,2017-05-31 00:00:00
2e98befb6d10b5b83de9d9b4a6f836f9,aa49e266efa5eb9965b01ecd940833c3,delivered,2017-10-16 11:39:32,2017-10-16 11:56:15,2017-10-19 17:57:50,2017-11-08 13:37:02,2017-11-16 00:00:00
26a4525518bf2e891e2cdffef0742346,9ba9c35fa0972a58c9397672fd9e0111,delivered,2017-09-20 17:12:10,2017-09-20 17:24:19,2017-09-21 13:52:46,2017-09-30 01:05:52,2017-10-17 00:00:00
21733cca729d55bc70908258a2e90984,71d8b370aaeded50c1c23aee760f79c0,delivered,2018-04-10 21:18:14,2018-04-11 14:49:58,2018-04-18 16:28:31,2018-04-20 17:02:43,2018-05-07 00:00:00
