order_id,payment_sequential,payment_type,payment_installments,payment_value
c89d81740da0f2eca4cdbac9c558ed6a,1,credit_card,10,116.85
3ac0423d1e7e335f83c8fa3600ae47d7,1,credit_card,10,189.21
ba3d713d46b9dadf35bf0ab911b06408,1,credit_card,1,85.60
94a01dd9a6fd7d30b879bd61b85a1c00,1,credit_card,9,94.30
7525e8f8b1a51d44f9912ce81146ac7d,1,credit_card,10,221.58
36ee5e5872c5ae9c20647fcc29511b56,1,credit_card,1,86.31
28a1ff56441c9df5d5bfaead83cd76fd,1,credit_card,8,326.38
34fa8bc180c03d1b4c70250bca0adace,1,credit_card,1,103.55
e54493dea108e0cb48f3571e1249d418,1,credit_card,1,111.98
15360da03a0a021fc0e712a2d11f3020,1,credit_card,5,54.09
53e92c6a182704806c0b00b02f89ad32,1,credit_card,10,193.80
33053ee45764f34778295ba8a0a4131d,1,credit_card,3,195.00
4eeb7a26bd818dca75553383c9ef857c,1,credit_card,1,64.09
9564498225916371a8670c3b0253ea81,1,boleto,1,177.32
b5569f238f8225742a0ca65b827d0456,1,credit_card,1,243.45
56a726fa0f40d3678696e62aaed9690d,2,voucher,1,33.05
a971cf0a515e6051941bd05ff3efc0d7,1,credit_card,5,102.27
058afe6c6322b4773393a66003934493,1,credit_card,4,245.29
a1b499a72aca650e451a357f1eb45c03,1,credit_card,1,59.56
1f59870d6111d909e3c3f511d4d6dfe2,1,credit_card,1,35.34
510489aaadbd8f7064bc8f433b222de9,1,credit_card,8,340.72
85951c338d992f64e7abac3d611dba6d,1,credit_card,1,70.89
a8858a23008217d160630ef24a83f155,1,credit_card,3,74.16
b7e339d3c4aefa73f6e86875b78250f3,1,credit_card,2,147.61
463cefaa4147d39621500e986396b5cf,1,credit_card,4,196.72
8d362590a388a3c9c7de2dbb72edc957,1,credit_card,1,32.42
3d6002f122e72a5d6e07d4c54e79e3a4,1,credit_card,10,154.52
e4b2030986f453ba45c63a508073e3d3,1,credit_card,3,253.07
eed5f84919d668737e50dac75a4ebbd4,1,credit_card,3,195.48
f964ec281f9f4098870fff22b6b74fec,1,credit_card,4,47.51
844f01e04cbbf8ba9a2ada9f036eb8d2,1,credit_card,1,42.69
775eb0ae1891c8dd8f12c2f8c6850006,1,credit_card,8,1326.79
e547c4009f2792489ad11ee1d89d13de,1,credit_card,4,45.09
bdda3ba1c505bc39ff2117e340280a74,1,credit_card,3,141.67
4a38745716bb4884b76fd3a12ad5cdd2,1,credit_card,1,87.71
33ec97b423d769023dbd71f138aca94a,1,credit_card,10,1381.87
058ac520863d0c0d57e3cf920de368d4,1,credit_card,1,40.22
67730eb2f9468b8c6eb20a45dd477bbd,1,credit_card,1,5.99
a1cff9f46b83ac0fb525c755e46851f8,1,boleto,1,148.35
af4e2e186d1553f35c402a9e153f9444,2,voucher,1,100.00
d736797e446b9c7bc072d55b49748180,1,credit_card,1,92.50
d5f1b4c2e52be04dafb9cdacb1b86921,1,boleto,1,89.75
b094b88a36a6a907eb40730b9382cbb8,1,credit_card,1,48.29
061b74bca735bb2c1953e40bc098101d,1,credit_card,3,98.88
69bfec47c3230907ad9552f2f1e0c690,1,boleto,1,41.50
35444785eacb17aeda6810ebd8dd188e,1,voucher,1,67.96
29cb59b155735e49bf9d85d37f7ecd79,1,credit_card,2,77.75
bc69b5e9887af14f06d598b85ab607df,1,credit_card,5,71.04
1b0bc119ea5ac37e73e2275afc7904ee,1,credit_card,12,1543.25
338b0cffa439f5e95d42cd30d7ace847,1,boleto,1,190.40
4c3e9e2bce3a3234a9255f390683e3af,1,credit_card,3,313.20
a40660e306af15d3771b1b2e0a3a75db,1,credit_card,1,84.14
a06a669230c816de8d78362b370dd46a,1,credit_card,7,91.03
ac2a626df847783c310f77108af182ea,1,boleto,1,244.15
43df7d0ebdaa1d4df7b8f25e2fc50fd8,1,credit_card,5,228.59
adf684f287283640cb375a2e8ada8c82,1,credit_card,4,294.42
c46a116ac9c84425011f5e56acb66c85,1,credit_card,1,106.21
23a9867e2ef4c3cd636e7e275edb0252,1,credit_card,10,351.33
47c001ba3d3d57aa11d52c45995d9e11,1,credit_card,2,73.15
5261141ee2f17f6a0dcb5f7aab6acaec,1,boleto,1,133.46
8092da256aefda13b330290d2ca86521,1,credit_card,1,105.26
6858998aecdc09bc7b5a8ec2d79d21ff,1,boleto,1,87.25
a54f35a6dfb350a13c6410aa276e52d8,1,credit_card,2,149.56
3c32b5ee0d19331febeea91a6fbf37c8,1,credit_card,1,51.92
32219b8b14d2170cb4d16cf24c5d6025,1,boleto,1,85.15
701ddcb0eab1d32958b3638a5e8c4e97,2,voucher,1,8.66
f5068e06e9de577bdbfcb519ff9fb5c5,1,credit_card,1,192.30
3bdb4a8f9e391c81696a80c1bf7c67ff,1,credit_card,1,61.46
a9b0a7015644d713589e4836e2621897,1,credit_card,1,161.50
b6b7ebd3ab897684bb22eaf084f8f299,1,credit_card,1,60.85
a5c654c2a0126153f98af71a65a159de,1,boleto,1,115.72
674b530698f9bd8a9167b30ed86bd51d,1,credit_card,10,229.63
dde57deff5c66be4e59c0da19696ea50,1,credit_card,3,128.89
8a7c3a3a48dbc1c76fb4e7e5844d5584,1,credit_card,2,249.54
f179e0782e0180bc2ec9ce167d4cf245,1,boleto,1,94.44
85b58bb30d219374cf9cfdebbc5fbb69,1,boleto,1,71.71
81e4c4d7594a8111a17da1f1b399ba07,1,credit_card,1,106.38
17f1a38cf243632b938f18aa6b80928a,1,credit_card,1,36.69
f28cf65c040ec0031234f04085debe30,1,credit_card,5,218.06
d142143fa24d4a2bef6ed627060e7754,1,debit_card,1,73.34
d077407f0f6dccff3bb4224b3aaec82d,1,credit_card,1,22.29
e28a4c66f1484567d1e42b3fab64d923,1,credit_card,1,0.72
3b8571d1b976c25db4b555a5f04b1968,1,credit_card,1,37.79
bc8015ad7d68e2f870c4b6f319c88f0b,1,credit_card,2,113.71
4f7801b0527e8669f25d2f5488ea8a58,1,credit_card,8,243.52
ccec592b58e122dc2bfc2305152d9603,1,credit_card,4,81.01
67ff89e045f61cd73790e9866d3dc6ea,1,credit_card,3,150.60
912806f58b85a8b3b9a57757227c9a36,1,credit_card,1,258.90
0d4a43cf7b7994e0a782864d075dc842,1,credit_card,1,37.38
6e273ddda8f080e930bfd87f011395c7,1,credit_card,2,60.34
6c5668e3fb9c385112fb6ab07093253e,1,credit_card,3,192.09
eac51ba7a8bd2abf757e03c95fba700e,1,credit_card,10,121.46
ea967d0366237c813c6b152725ad11da,1,credit_card,1,211.12
4973b3b81af1585534c0b3de209acec6,1,credit_card,4,207.86
4e204da6cc8b59dcfdc532fb5a9281f0,1,credit_card,4,109.22
9e635c54c1b48e4a6c2dee84d2f4f11a,1,credit_card,1,24.75
34d91b022de394cf98320a2109457501,1,credit_card,2,122.12
bbf4d375e40f5e365a316b81b16829b7,1,credit_card,1,72.98
3630513f30286ed696e4a2e36c79ae3c,1,credit_card,5,105.74
aba3d283b846a03d398d549db17b649a,1,boleto,1,26.78
298ee4d77c0352fc41f432254afdf1d3,1,boleto,1,45.70
47c6cbb371cb3681d7d52cbb6ad3f94a,1,credit_card,2,172.22
ee02295dfa5d0519664c1dcd4a70e87f,1,credit_card,3,87.76
86e15c44520932e049ca96660a60b776,3,voucher,1,20.00
0c13a63ac0ab32f6187a8347b7a3ce2a,1,credit_card,5,55.32
f90bee02f28c0067f1eaacdf188007b4,1,credit_card,3,201.45
8f57cd376d453764bfae6581f236952c,1,credit_card,2,30.84
32931b358e8eb9042cf278a4e233321f,1,boleto,1,512.90
b25e83776a0bf6440214b6258416e4e1,1,credit_card,3,34.22
51c064ec2d79d398b30db3f8e1de8ec8,1,boleto,1,38.63
c6eb5dced200e49271f44b142658b6bb,1,credit_card,2,41.93
582ecddc80251f58adb996143e81d6e0,1,credit_card,3,264.59
aeb70ca14a984230b34a6cbf48fe6d8a,1,credit_card,8,184.10
6a7a8e304ef95be2494384f8d2557845,1,boleto,1,283.22
1d1cd1be4eb8ccedea997348b859065d,1,credit_card,1,1427.04
f939e2a89376e44158657a15465cacce,1,boleto,1,308.61
af4e2e186d1553f35c402a9e153f9444,1,credit_card,10,187.06
3f3f8127c7e0537f9f74550f3504f93d,1,boleto,1,51.22
e007ef2d77cc1e7082050959c1cdce54,1,credit_card,1,122.50
edad550f8e089f9f83f9826bd21f1095,1,credit_card,1,76.08
b26aeba3d93317ee71f2902c276eb992,1,credit_card,3,84.12
14f81abb54984ba116bc1994d6a34b9d,1,credit_card,3,31.13
d99c72513d6238909b57399c840fa8ef,1,boleto,1,97.75
ed6878f64d1bb00f07e210dfaaf9e4d3,1,credit_card,2,75.73
3b2124c60aeceeefe963adfc35d0310d,1,credit_card,4,99.55
ddd2d769f053c55c39e69fcace5f5eb5,1,credit_card,1,83.24
6f433e1b5764eb255869aedbee1b9d72,1,credit_card,6,162.35
78ed31442f1dba103a38d372eff51503,1,credit_card,3,77.57
a3ed04e61d69f848fe6fbc4c904d497c,1,credit_card,1,37.72
c4dad201936ed30eef3c94fafa59ed6e,1,credit_card,1,267.66
69f54f52631eb8ea8bec66cb902cf54e,2,voucher,1,14.32
1cfb97c2bd23fb8142435ff6c9ac2f84,1,boleto,1,149.70
23f8d85e1bed4bc79e3b7e9f7c2d6437,1,boleto,1,59.22
a083f47f545711fc05940d0be7f5ca38,1,credit_card,3,190.20
aeb4ec5f0696847ed2357f26abeb5a62,1,credit_card,1,31.33
db7d019ce87ceb1539bd37353ab408ba,2,voucher,1,100.00
186a0845cd1b679057c8b0ea86931e2f,1,credit_card,1,705.00
7e03ea2749db964d64386d5ba76cad36,1,credit_card,2,140.56
8ee4b4546da4178fb73e677c628a74b9,1,credit_card,1,55.74
4060a8c4cf4cdd2f9ffd6f7af3930fde,1,debit_card,1,146.30
d0462d19e9c58af6416a06e625c58f13,1,boleto,1,557.62
88b40db56f2c37efbf1b4e83db2b40ac,1,credit_card,3,36.78
bb06ae08acf9f68602e0b913282b62bc,1,credit_card,1,178.47
6813024343da715f4461d785148f298e,1,credit_card,5,237.07
beeff7037aa708c19973290382629a4c,1,credit_card,3,222.85
77d599900cf351da04c8d0f7b5ade74d,1,credit_card,1,163.06
c5b4cf4aabaf93ce294452d114ae22a1,1,credit_card,4,84.59
1ebeea841c590e86a14a0d7a48e7d062,1,debit_card,1,39.10
678563117c6bcedcb0f9d98e8f3faf23,1,credit_card,1,1.15
0c1457493ca1492c4a4417fc278605b0,1,credit_card,10,106.73
5d05467df1b7834684fe4c0783f5db1f,1,credit_card,3,40.92
d44df0d4c71052d8b2a3bd5c50bd42b5,1,boleto,1,84.99
082143e4f5f63e4e768aa4d5c70d0d02,1,credit_card,6,78.48
2f530dde74c88c4df00b7767e76f7542,1,credit_card,1,31.99
0cd0bff6841594d9006994fcfbf3e44b,1,boleto,1,32.10
04bf4de54cc6a9145f3ca780b9f45d54,1,boleto,1,76.08
9a3e437ab219133c20a7033be9087edf,1,credit_card,3,164.21
db29d18874ddbb8ca9f062c7b801a4e6,1,credit_card,1,89.41
999ecbda5d7b314b856c71e7bb73d8ee,1,credit_card,4,384.70
65beeed06eb791b6c1026364455fdca3,1,credit_card,1,45.22
d9ff0185a300435402f043124f530274,1,boleto,1,70.24
34fe5a39b9e65ac47aac2872c3538c41,1,credit_card,3,264.88
3e0181129c289a075b9cf01aae3ed86d,1,boleto,1,82.73
efa967efa40217c320aa7aa2954ebe52,1,credit_card,7,455.74
c69a4e800792132c8c39b559c8cda572,1,boleto,1,35.71
4a84096c064c8cd3d887cf815a923c06,1,boleto,1,183.29
8d785027a8353d2f17d76f05b73f86ef,1,credit_card,3,107.01
c2e3ee5ef901092148e19caccfe10ffb,1,credit_card,2,56.60
00c9d0257381c7e9ec13b4505f25b2cf,1,credit_card,7,387.57
cecc2adb5fc43cab2bebdc7c23906c0d,1,credit_card,10,252.99
3d47e0476424fd50eb22128e64571e97,1,credit_card,1,190.71
a08d1f4b300c3d7ec52f5f9a74234eca,1,credit_card,1,57.06
8daaa9e99d60fbba579cc1c3e3bfae01,1,credit_card,1,26.07
9fcbf999818b2fdac16197fe22bd2bd1,1,boleto,1,31.75
d3eb5011f10dfdf72c225f0c2030cc3f,1,boleto,1,288.18
b882b5c0534fa68c690e739dd788512a,1,boleto,1,320.28
48152543286e71de6452df5ae4bd069c,1,boleto,1,65.14
3ac5f81cae4e0191f17d05323fb9ce6f,1,credit_card,2,44.09
a3c65630607c982f54a3df86ba0ba76a,1,credit_card,1,21.40
b1e7caa2d22ccc061ebfed60acc21b34,1,credit_card,10,270.54
85f264b7facc04c8e6a719c30eb273bd,1,credit_card,1,87.26
cef5e3ca97aed8bc63fe5f55a26633a6,1,credit_card,2,77.57
4089dcf1cbb89bc02b04c143c7dab499,1,credit_card,2,636.46
f7a4be4d6edb66bd0e62e91e1bbc9061,1,credit_card,1,66.99
ea77eb4f349110679bde0e77541dcb2e,1,boleto,1,137.40
758f87ed332796046d9312299cdf1e5d,1,credit_card,2,35.86
701ddcb0eab1d32958b3638a5e8c4e97,4,voucher,1,5.18
fd93073bf4bfd856573cfca0c959483b,1,credit_card,3,36.45
edca1e6e5049a09e73c18ba943979a84,1,boleto,1,365.13
70635d01f32a4247c5afa2052215d892,1,credit_card,10,117.69
70aefd12bdd5391f02011072c16e6801,1,credit_card,1,0.42
67c2939389900ee5ef95296df8691336,1,credit_card,4,53.55
cc28b66895e0f6bfd7050ab5bc7b39bd,1,credit_card,10,1589.57
74a73605b5d8e00f1692a308a2ea566e,1,boleto,1,53.00
f6b066fe810a20c879b7a4aa8ffd30af,1,voucher,1,24.68
678563117c6bcedcb0f9d98e8f3faf23,3,voucher,1,23.50
caf1e4cf5f0a231f4b65e485884dc4aa,1,credit_card,8,342.02
4eb910d27cb13ee96a5e5c6dacfe4e4a,1,credit_card,3,82.73
a0ddb810bd79dc15910dcc56a1c7f3cb,2,voucher,1,50.00
f8fb768a4889846eaf601b29827b596a,1,credit_card,4,107.75
1cc1289499f63feb5febc86506a7052c,1,credit_card,4,42.78
3cc57d3144ae8df639a05eb5783f872f,1,credit_card,3,161.10
5ffc7455c07cb79260d36024277e417a,1,credit_card,4,49.04
ed09706e867828c762e46ad418d064d7,1,boleto,1,323.53
883915e4c377d6f9192fad3ae5d4374c,1,credit_card,3,180.86
4cad943ab8ba8479347dd102125fa87b,1,boleto,1,118.90
f4e88b3ce1eb899d388467aa702fdf93,1,credit_card,1,20.71
be09f109e6aa72ccad1f72f521f8d525,1,credit_card,1,128.00
0a14f9fc5324099db2a5418351592675,1,credit_card,1,85.24
50d8c54f968d5b38446e26e018dc89c9,1,credit_card,9,261.42
5c2d1d55c31db1cbe069dc9b6454b897,1,credit_card,4,117.45
aaa69c5aba2f6b490490257c4195e5b7,1,boleto,1,138.60
11f0f637c5a38b66abd963cc1926f152,1,boleto,1,60.53
d8af11fee1f5a13bf7b3584b9cce55fa,1,credit_card,4,42.00
20a2e132c352b08f18529a9478c011c1,1,credit_card,1,41.09
b8b331821864531800f736e470ad836b,1,boleto,1,193.22
0794929f95ad2d3371bf525e22a2603f,1,boleto,1,181.47
8e806cca085990fdc8483aeb130d1330,1,credit_card,3,71.14
5f7363eba95d6b80c0b0d44e53193e0b,1,credit_card,2,77.38
6a8400c1ae628fd6e3770950582c8b99,1,credit_card,8,404.17
5ae5a2d65d23cd2e0d8a1ca9b0c5a3bf,1,debit_card,1,117.49
0c511eb6cecb1f110a807dad27440c81,1,credit_card,1,65.50
65b5697d10acdb50f0d5ce555c8aa46e,1,credit_card,10,610.96
c1c72f2ef4448fb419f0f87a2d092003,1,credit_card,1,44.63
d4c324a61d74cbf91304f5c193b5d788,1,credit_card,1,79.77
996d1a75c8dee7aee3b0cb1d82b266be,1,credit_card,10,373.13
01f74145603bef2ef33949099b48ad28,1,credit_card,6,87.64
fe421e7d38d622aedc8ca97d58771ea6,1,credit_card,9,138.17
019edbdfeb6923e55558362c2b84ec37,1,boleto,1,78.78
d2f87ac39d8b31e615528ca52e5c8434,1,credit_card,4,42.47
bb7c0440a98c76223de17ef728484ce5,1,credit_card,2,91.50
da7b74f9f21e34cc002c5910de20ef9e,1,credit_card,8,566.19
f49ac798b81a51189639cb0a04d2bb69,1,credit_card,2,190.98
09f58c00f941827ab206de7796785e44,1,boleto,1,17.62
9bcfea969358b43046969a17bfa436b9,1,credit_card,2,285.54
2ae0d5789dfb9195d410a8b56f7cc75a,1,credit_card,3,185.94
56ef80c564f6fd57cc662adee0379746,1,credit_card,4,49.42
8f3a46cc0e9d362bf43dd339e4379615,2,voucher,1,28.89
2dd3e9627a0cec07b3092f404934ce6b,1,credit_card,4,78.38
97cc8153b2e7c816783e0ba60083ea67,1,credit_card,1,63.42
0fafae9d817a5c3ce897f22d801b7395,1,boleto,1,96.33
822f778d1cd09285df832ee2cf65b83c,1,credit_card,1,34.85
4d552c5c82094dbeb98a8048f8b31adb,1,credit_card,3,214.41
4079df924e51e553825e62f9f8995d59,1,credit_card,8,239.90
c8bf388d81617b961b598bc9b8b30811,1,credit_card,2,199.79
7fb2f6ef625bf7ef303f984bd8cd2267,1,credit_card,3,134.63
c8f14c24a3948d96d4022f50b14a0034,1,credit_card,2,110.33
6a840170ff9f5c99f069b8526d8c21a9,1,credit_card,1,72.38
76bd9ce8aa3ce93bd913f3ec17f66790,1,boleto,1,87.37
d601e6f65e3bcb215434cc89fd9b2f68,1,voucher,1,16.61
4269e9f98b1e74f0732bc93de6aaca6f,1,credit_card,8,331.21
c930f0fb9c6fed6ef015de48ea8dd5ea,1,credit_card,1,50.68
fe60bad9c284d296c50b267f32a70da8,1,voucher,1,103.59
fbf16cb7728cac175e1222c7d73734c6,1,boleto,1,78.51
11200294ab90161f54f7effdea8d9466,1,credit_card,6,103.55
10a4af81f471c29f5f5d3864e3c8dfab,1,credit_card,1,43.62
c90735c78d397563ca13855251a0b5cb,1,credit_card,4,41.09
0071ee2429bc1efdc43aa3e073a5290e,1,voucher,1,100.00
20edc82cf5400ce95e1afacc25798b31,1,credit_card,1,54.97
4cfc21861f949b1bb4f23340193a2138,1,boleto,1,131.43
5a6816abc699af392f8a2520aadf1cd9,1,credit_card,8,207.65
b4a600b2f7cc0efe40a086465eca8799,1,credit_card,8,709.93
807af8ed74954311649aa47a52ff3061,1,credit_card,2,178.22
ccec592b58e122dc2bfc2305152d9603,4,voucher,1,7.72
64212621110bae7f5310d5737a9c8e53,1,boleto,1,122.50
c54d822dcfd0f7c672574a607c9403b3,1,credit_card,10,719.74
8565434e7b68f273260f208a1d2c2aa2,1,voucher,1,33.23
f54625bd1c01cb2de21cb256de818cf2,1,credit_card,6,95.34
f78a3a22a7eb2580aa261454a60166c3,1,credit_card,2,234.05
1b00c4d80c81cdbc36487c96c6e92f07,1,boleto,1,112.92
ce678bd6591f2487c9b4f5af45b4619f,1,credit_card,1,419.06
61fbc4a76e5b3db28d2dd737ace32716,1,credit_card,1,321.49
0f47f9183ff34c4a76633181b380acbc,1,credit_card,10,598.17
75ad912f0b81298161aeabd41c9ee843,1,credit_card,1,137.20
add3e322151e47705826b60fbe20356f,1,credit_card,2,26.00
1ee5be25d6e54e1ea3c75d3fc9ca3d6f,1,credit_card,10,249.57
07fa3b6d7ec7fa27de9d00bdc93d36cf,1,credit_card,1,75.42
7208fb539f856e3b18b9642be7249e83,1,boleto,1,43.68
12231ecac809d329ff8a11fe2264697a,1,boleto,1,37.78
055eb7e5645d86bd278fc4f419622e8d,1,credit_card,3,156.08
17f97d000b0ebd36b6dbdf154b0a3d7f,2,voucher,1,15.11
d7c320185a2f9b32f5e2370ff3f8bd64,6,voucher,1,5.69
c5ef8c0266eff0d27d9d8f279a2e85cc,1,credit_card,1,41.75
7b497afd7e9512da3d6780bf6b5c9971,1,credit_card,1,166.59
622e1ac05d77a0fe978afdbb3d174017,1,credit_card,8,518.77
884cb4ce4a06390d35206de06f785d13,1,boleto,1,24.38
66fd8efdb13221da1b5d53392e52e921,1,credit_card,3,60.60
841a1c15177c6184088d268bc0f263f4,1,credit_card,1,166.29
037e4ea044a589bcfbceb43210ba7024,1,credit_card,5,131.94
28f079a1f1568fda3a17841d6fe48390,1,credit_card,3,66.54
1434f15909999c1562d1c4a24a4409cc,1,credit_card,4,84.23
343d749914bab05f8c752813a075ef36,1,credit_card,2,141.23
7588fbb6c9001d45b0f2bafb4be7ef56,1,credit_card,10,154.92
9b91ddcbd6cbceb83d4fd2462ca1f95e,1,boleto,1,19.62
cf3cfafe8fbb8682ce65fdeada4749f5,1,credit_card,2,55.24
3dc2e037b872ca03f5b91028710abae5,1,credit_card,2,155.17
475f773f6c0d909e49b758adb2401e3a,1,credit_card,1,57.90
ee3e4667c7774f7a6b61e1990ec78cf4,1,credit_card,1,49.77
f064e104da3589eb8d9fe106c866b953,1,credit_card,3,68.23
7ead6c8726098bd70de2b16cac42df74,1,boleto,1,69.94
1bf389bed4651ac01500f40b2dbc7f0c,1,credit_card,5,245.34
43d29c6fc78c31c80080d85e5260a9fb,1,boleto,1,19.62
e1000df659259b29cb73a4798ccd7454,1,credit_card,1,84.59
fb63c6ffdd965418ce463c165f2f0efc,1,credit_card,6,65.62
8736b69cbb962e5cd374e33521430db9,1,boleto,1,34.51
50eff1a80cf88f66d317710f1b036b36,1,credit_card,3,34.86
a9b132fc9b030211c2850f5495dbbd5a,1,boleto,1,63.10
49410e2fb311cf8b70baeea98a3cdbf1,1,credit_card,4,47.32
36103705d12a975b5d3355253253f7c1,1,credit_card,10,106.38
21f3d0f22004d8bad479ca281e1f00a2,1,credit_card,5,56.22
f9e254c56ad8dc27d6fd34b26f94711f,1,credit_card,1,27.29
44bba9f46db37145d420ff8e02b679a3,1,boleto,1,26.77
248f06491b94081a333b97639693e59f,1,credit_card,3,177.44
c60956035ba2a58820be572c70648e28,1,credit_card,1,86.33
9160545c698bc7e9408b84405166f60e,1,credit_card,1,65.04
18a9ccf08fbcc3c0bf4ad9ceb583f2b6,1,credit_card,4,97.71
072e34b42ad90d7472e9a798f19a6bdb,1,credit_card,8,85.60
a338d0ade09a3ac954ecbf64b3b3b485,1,credit_card,3,90.27
df5c6aca62db71fbe451c0408bde2817,1,credit_card,8,340.00
7845a2492ab1b4f2cf3d56c7b8da1446,1,debit_card,1,44.09
84b91dcef1e21e8151a9618564095dae,1,credit_card,1,36.13
b094b88a36a6a907eb40730b9382cbb8,2,voucher,1,194.65
c65c62970b6f828387d4db9a25361d96,1,credit_card,6,65.92
7f095ef5086869ac49b20d6cc5484418,1,boleto,1,67.83
cead26525980a4c3b2709a02342422c5,1,credit_card,1,83.97
21a724726546c32790ded320f982a506,1,credit_card,1,215.99
bd2aa26e4f7a6a33b7971cfc04a07c56,1,boleto,1,63.23
11db6666e1dbeee776c8e15fd0792c4b,1,credit_card,5,55.98
4db127e6d30efbcbaa8d0b94c4c4b374,1,credit_card,3,114.06
abfb34ed11820c7247adfb30fe5bb7ae,1,credit_card,4,371.05
43aacfeefda02bc2a69ce66910a2d4cf,1,credit_card,1,39.13
b3f179611003f752f8beaacff7c017cd,1,credit_card,3,99.90
28d0d98e542f0409627c3717348339c4,1,credit_card,1,165.45
00b4a910f64f24dbcac04fe54088a443,2,voucher,1,48.05
f829f185f0ec92a117ee3d8c9e9ed19b,1,credit_card,1,33.28
616f1f539d7add607844e0199fed7ea6,1,credit_card,1,61.42
47378b461210a310c95e17323f7dd726,1,boleto,1,144.14
81ba9566702881081845a0cde9767e2e,1,boleto,1,465.42
0dd15079372ce401518ac26321947143,1,credit_card,1,97.65
cbd73a65c5edc13fbcde523d1ed2090f,1,credit_card,1,70.46
7226f4ceb664d56167de4b60aaecc01a,1,credit_card,1,119.25
9c9b21a2db3ef4c7109f69f7f3614d71,1,credit_card,3,317.31
aad4cc3a0a8f37c519c7d72ea429c11d,1,credit_card,2,156.49
9273f28e7eea7b34cf6d09d37dad4fa5,1,credit_card,5,50.75
7b43a2ef9231cfd5d2ed762899da24bd,1,credit_card,8,335.47
58f999d3fc97ccaa6ce17d0488658cb5,1,credit_card,3,94.00
9def7a5fa150d19b1aaa252828db8df9,1,credit_card,5,81.04
39fa02e23ac8857769bdcdd496180f7c,1,credit_card,3,70.89
fd5f72be11f7a4426a3cc9778f643272,1,boleto,1,206.56
6f8a93209c5ff8f0ce0ccb7b166c4624,1,credit_card,3,62.77
576fed147504338aa428f01cb08ab5a4,1,boleto,1,36.86
dc771d8720de3625596eb0b0fa043528,1,credit_card,2,127.01
41159ff064a2cebfc663d0eda2a35d32,1,boleto,1,52.93
5ef2b9c9a5e997664dcaacc5fa769e07,1,boleto,1,181.26
d96d7f559007441c85e5bb679bca0feb,1,credit_card,5,125.64
1c55aa51edc71bb7071a9a1e32b9caab,1,credit_card,1,130.07
162475e808583e34c8306484480badb8,1,credit_card,10,672.37
4854af5348bb406f4929fbe225112925,1,boleto,1,48.17
2629f879b3928da2cbad95a46fa904ac,1,credit_card,6,114.34
53d6ff29496a8aec64f36ab9a4691d77,1,credit_card,2,72.58
cec31771f7be596e463066dab5db839f,1,credit_card,5,545.08
fbae1b9dac9991f79b54655e26cbe64e,1,credit_card,8,863.75
72d92e444e5ae71da33e1ca59fb9f8a8,1,boleto,1,19.33
03c83b31dbc387f83f1b5579b53182fb,1,boleto,1,672.41
d242f228c4dd03301794ded8f02dce54,1,credit_card,8,196.13
5dc269b7c4dce1624653e914a1b739f5,1,credit_card,2,88.23
c41fcb90e5c4e310d014634135fb1279,1,boleto,1,474.40
0c2cf3b3583c8f83ff9b3122d44fdaeb,1,credit_card,1,23.29
7b435354ca15646a010388cc18dd2c20,1,credit_card,8,889.79
871a8acf3aa24b340ca528120ddea498,1,credit_card,1,105.72
