customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
af65b5fb2830e00789e56d7b30e86b63,8912a04715640bd8424d068aa9649b56,36400,conselheiro lafaiete,MG
2d15970d1c1a3b3671a4ad1718bc8c73,e308ebcaa4a772d62021970d05532860,97015,santa maria,RS
43186abecff556fa7c348f82d51abf06,f2abacc7fc5f774032585b02eb823d9b,05048,sao paulo,SP
df4c4273ca572a5dccb721c358e92c8d,f971b51b5cde228a6212927455e6a973,40325,salvador,BA
6f674b7499f63f1fccdb6a1e75bd3de1,89f5cc69eed40bff0b1fe35ad25d81ac,14300,batatais,SP
e6ed40b69433d15314244f3ef50bcd29,23dc3a062c6c097bcb3940a909e7730f,09842,sao bernardo do campo,SP
a70fd3823ab6ab1e61ed9d12694177c2,615d331d1748782f9c2e1b15b859809b,33350,sao jose da lapa,MG
ba1249c05a651c21b3e6a99caaad9525,4e9fed16983d17a7db116c9215ad25c0,68440,abaetetuba,PA
d08fccfa54819f3ddc4a30e30b4a0565,b0b057559c54c99e41a21c40c08f7780,04012,sao paulo,SP
2f7a8b448ada52d632c573deda7664fb,297b0df27a85a8c6c3ba6600a4142d52,07170,guarulhos,SP
a3809c8c58021cb804fc6c944aca6344,53740dd6b589027ff2c4cd033eceafe2,03758,sao paulo,SP
1287c8ba3475af023c0cfbaf3b13c3d6,539f77aebb5567f9644bca363b1419d9,32606,betim,MG
92d6832c5ec0be03b1bc69a3e9e60758,468d40ce35b561fdc6875f11cbc68b52,31710,belo horizonte,MG
78edb32c4f1ecf80a8d84cd09038f3db,7004156351731e8f639a27d9b33b3c02,35160,ipatinga,MG
73a3f9242c638f8dbc3efdbbc5339f97,71d790b151c0349e5f5b2fbb4fbe1321,13206,jundiai,SP
82dca5a0d58f3e7847e28a177e70f1e0,af4c1cf7039f636488d13fded958e7fe,78556,sinop,MT
f2fb8a49fc3012aa30f76be7f47eaaad,4c41f41b633d192c9142dff3f6743ae7,49045,aracaju,SE
b4ad286c394069077cd7a6119c5b3007,458e98f7db105650a2b7e43fe458fabd,38400,uberlandia,MG
cb2af73ae8790acc67766c8121b349bf,5e6a352922e29670caf312ca809093e1,05787,sao paulo,SP
0e8e2f7bf1242ec3421144a8c8c5128e,43c6df1e7e000a1a44ab1e7540868732,23570,rio de janeiro,RJ
b75e2045a8e8d24563db59cbe620e8fb,7b8bcdfaf83578e4f23673725df7f3ed,85505,pato branco,PR
95428d5dfe353e4188da40fd3f81f918,35cae1febfc8345355b6b53fdae6bb50,04107,sao paulo,SP
3e0c0674e2aa2cd249bc32ec8e472d00,60aa9fbdfb6f0898ec32c23ee2245b26,20561,rio de janeiro,RJ
16aab56360dc6f3038a11945ae3f04f3,5971177a39d41f2c0b62b8a0d4ccde6a,37540,santa rita do sapucai,MG
2fe386b4e59b034a5bef1045187284e5,df32f6d42bd9f59b65b57985b161eaf6,22231,rio de janeiro,RJ
03933bd8f668c8444d5307d9d5d171eb,9a0ee875afc94eecc7f41411782c13b0,13340,indaiatuba,SP
fdceca9202d57e4bbaa7a6f09d677c9a,915576ac0abe2ffd7a97c7db777108bc,37701,pocos de caldas,MG
921be88f79a82a0ae7053a435213ef07,a180108edfd35a0ea0ec49427a321ec9,06516,santana de parnaiba,SP
6bed5f3eb94ab029e369ec0cc3a32037,750d05ca464c997d77832cc3b43683c2,71720,brasilia,DF
23134959b3fc7b1cf51c58db01bf04aa,d82c19d618e01e02183fab874b43d73c,91330,porto alegre,RS
d127686ff1441587369d5bf73ab50e92,04d72e3bcf0dbb259f2c98550640a179,03203,sao paulo,SP
00302a0b99783c3d1d1e81c616e321e8,1b9872e035e88fc720548cc74a815a46,22210,rio de janeiro,RJ
1853bf4644f7a9f18bfcb54291c3cad3,fdb2f8a871f180fefdf3ba06bf7ab179,95300,lagoa vermelha,RS
2b161f95dccf57831d2e8ce51af38d19,29f4f2e804f0490f213d3ec3c582f3ba,08616,suzano,SP
8c92f7eeb893a210a2bb0b220f5d1746,c2a707a1e6c60b50f528c9875e721821,13830,santo antonio de posse,SP
ffc5e5000221495c2cbb2b099aaec969,5dc3d85ce50c06e5a1f6e0df57d610fe,25804,tres rios,RJ
2e50f32ef890bff070fc82627c078120,5a7491f11851f54e535df1d0ba43ba03,18470,riversul,SP
5cb5ff757d630a29902ea9b9699b936e,be7fcc357c85f653824260eed04cb57c,18550,boituva,SP
b3f1a1af87346b32841846beef824d39,86a99562930247218b87dc1b8e6bff56,36400,conselheiro lafaiete,MG
ec3b6e11ab1c02f49de9f09baef9c9e7,5b2402c844755fa710ac2144f9db61c4,30130,belo horizonte,MG
71fdbaa760e25ef2449d79d1c4264021,776469358dc5cbca9e8987fa110d804a,24030,niteroi,RJ
0c9e08509ff45e0c83521320abccc79e,4300cd67c6b7fb1a62cd046dd78e1897,12710,cruzeiro,SP
e34f1deeea3369207caab9fd7a49cee8,8e0eae873c0019e01182099a1c497b79,96810,santa cruz do sul,RS
88de5fdb28af4bc887846a98e23f6e5b,dc858be5b0bb881c067192937bf4ff78,06172,osasco,SP
3223f721ba6af6d7361670b433dc004e,4210db4456e5e1f786db193081339667,37115,monte belo,MG
67a649e6933ac4df07ddd1f379a6c773,b1ab3a21959a4b31d4228de6dddfe637,66613,belem,PA
a77cd04603184ba353fd0fd98d4d3aaa,28ce0e637b032b627bbcd5bf6bfcb973,46190,paramirim,BA
076523f7baf4359c0728c0bee2d8ccc1,b525fc8cce07342fb00ab3b2667c8eb9,35582,pains,MG
69d1ab2fd89df4745d920bbb77e5d50f,886fcfa9e4ca8563543bb87e4e6c94ec,22710,rio de janeiro,RJ
6d1637fdd19ffcde57f5e3f3eb6f79f4,67d825e1df23a4149d08fa45a102cd45,80240,curitiba,PR
8a5881366c8a17270865c025f0636675,de179e054de0c203fe910e0443746173,07850,franco da rocha,SP
5445f5f238cfaafc96fd267d5db851d6,53d142fa7c0e9dd1195df9cd87d417aa,12327,jacarei,SP
84b105f64811531772a6ea55c14129a9,dfc3fffe19ec7d3b45fc10137bb84065,03367,sao paulo,SP
6e9599527f2b3b47677de6623b1cd0e9,200b9bf6af757bf40bf77067cb265bb3,84635,paulo frontin,PR
8d0bff7849251c677974318829e488d2,999b7a8f338e8b8d6f94f865a810111d,83025,sao jose dos pinhais,PR
a5d4658c9339e6f25f8f2e7d9b5cbc24,b1c1982ae7d25948e2c9fbec7c71a17b,15400,olimpia,SP
aeb0c5aea1d62b3e494a86bad308f85e,5d3e6a61592164c2924ccec5c7f56058,85817,cascavel,PR
d8276321745dbeb7bd88721af2a181f3,fc0c8fedf06f4315139f755425a28b85,13275,valinhos,SP
6fec7996bbc8eeb913f3b92a79fd33f8,38da585fa717b63ca1ab0f5e7c06a975,97511,uruguaiana,RS
c5daa48d49abedb25f4bc9e7a1d9cf60,0d4dd8d9be7920cb9ce930c65ff04de9,87970,nova londrina,PR
51099d172d85ee8e5693acfcbbd0f0a9,baa50e17cfa4f8b6b85de04660cecd40,19820,taruma,SP
0b11c040dd62ea5e242382553c722a71,6c9eb4b9f14b1e94136aca884340b7cd,29175,serra,ES
df25809d2708a27863310205e3e224a9,b8cd1885a1f24d1ee81ab66c54b76f11,12530,cunha,SP
4f92b798813c32fae91a4e3b999d398e,db192d2bec4ae9221d36b4145e15eb4b,36051,juiz de fora,MG
8fa05383791a1be46455976f3b50a1bb,ff84121140b5715061b4999e72b50710,96015,pelotas,RS
bc20aa7ab38261667b10117ac0b169c5,e1594732784d8aee7b4f689387ddaadb,31140,belo horizonte,MG
ac3212e805cef78bb3b1eba49e8587fd,5e7def8a4af54e8312620aa5b8c78921,19970,palmital,SP
4d8c75952e09254a602a3a059d0ac367,c375736396906dff8414217e02c45661,13050,campinas,SP
3d5b84857f33fca6a8358ca21d1817e6,8ef9add628931053f28350c0ad4bc7f7,30881,belo horizonte,MG
6a79d93fbd5e7627093ec41e0262f273,0ae9645d954f0b8147008e5eba0d0120,13473,americana,SP
6a029307b24c4e85eb7f8b54d28f531b,ef3619723058855152c4c48778a0e656,39900,almenara,MG
f1158dfc03fcc951fea8e36d36836075,72450dc4ac669cfa92d31b4ea583b492,22290,rio de janeiro,RJ
a1dacdcfc9e9d6a31ee895c15c96cdd3,196d08c72c20b988906504ff7e8182cd,46430,guanambi,BA
55c9db9425ab8c9ee904753ebb3e9718,e1ea7d8ad8c1ff3197216e53eaf035c2,06606,jandira,SP
a779fb63d731a6f7af0e4ef34aebc9bf,c5cf9357698d4fbca794731fe22b1606,91787,porto alegre,RS
598fcd9e3b483f9367c752f06d7afd5b,eea6d169d9f5feef04a86bdf68011cf3,18530,tiete,SP
0c2d410b960c5762f9c574cf779cbc02,5a21363c92f912e70cb482c96bc03af3,12942,atibaia,SP
6585b54dd5ac7f69a3ea0b4c6d6ed130,6e90e6c9f3c5677e9d9ce080b95eb0ca,04001,sao paulo,SP
fde06130cde1fec674a5470155f9dcaa,93703e703e163c46a2382d695551a962,36280,carandai,MG
52c4b154f7f0625286206d9054608dab,c288d8909cbaad9f205c06e42c1a1d4b,13710,tambau,SP
e4187e722cbd5b6db4b0c68b68b8c573,7675ea22236da5d26f0d27950f7fd3fa,39530,rio pardo de minas,MG
a2c33e1a7269f9622629b73e1b6baa4f,a4b0c9f768a53ec95564eedbba5203cc,08525,ferraz de vasconcelos,SP
3651260dcfacc8962f8ba0a0df6000cf,300e292ab8b4f69464294badedaadffa,78320,juina,MT
e3f6b4dae63c01a950abb74a779acd41,fae7f4b13ec5faa2043dbdf28edce2ab,11065,santos,SP
fb43eef14fb744a98fe655d3ee9547c9,f9dd8f66ea0fb0f825c156b9480b1e6c,91260,porto alegre,RS
f231bfa6a643f23fa187394cf9a8c98d,38cfe0709a4c787caaf63fcce697b8e3,20521,rio de janeiro,RJ
2827c6ef386603030760339bd1976189,f08f0644c6d477364a685a7ff366085d,03210,sao paulo,SP
fdbf999a073957ff252e8f4897732299,75895bb7a9969719015969d1fb7fbc78,85400,guaraniacu,PR
e0ac205752138fe132560b033be7f9d4,661d61e36af76f870eb3ad6c7b8199ea,95780,montenegro,RS
e01e54289a0e7f4106b62a90860f4487,57177dc06adf1de662462de7819c09bc,11950,cajati,SP
16164e94f3a6460de7a0700e99b330ae,44c6a4a11589e4fe071e1b3af881b16e,85867,foz do iguacu,PR
7f6a345ff92095fba2660f11ec6574e4,fdb86bf15a984dc8b14912e4ddc78f79,87200,cianorte,PR
983946c69566f5620dd3e943b936cbd3,910c48f83f660a32562ecf2f1e5f4ae1,26010,nova iguacu,RJ
ad3011507c90255bf37450cb9fcfadd9,d29ce524d5d75f07469be01ed7d8fa16,31640,belo horizonte,MG
69a3dbdc444fd4620ea62358f213491b,84030c68114a33d29893d58886a36796,22245,rio de janeiro,RJ
e2c3928e4799b07c3d5ca6fb95ce2cc9,f2b01ffdd71554a905eea4ea1243a32f,37408,sao thome das letras,MG
f9e02bc10bfffa9852c78f6c9a5d06ec,61a4b58907f77c00708c478fa419af3e,03508,sao paulo,SP
d84a9738d613b69719f0bac7a49a7b65,2c1909908a8785c7c8bc786fe9c201d4,06864,itapecerica da serra,SP
a596a519d885d2cd292e329de18406f6,405f6492f9044e2046871cab35da8702,03977,sao paulo,SP
7e99e9b740265fbdbb624fe55328cddd,30b29a82a2187b8bf68bfe5d3eb435c5,20550,rio de janeiro,RJ
0275161cf1fc69fd8f5412ba423a3004,a3ec147258387f5e0fa36bcc438dc265,02802,sao paulo,SP
afa7ea93b6c193ba748e3c5a8c4a47aa,e5b6fb6c5e7e4adc25a5e400c0104508,88070,florianopolis,SC
3703dabac361c6249a0d8d21564fb925,edbd256c62af7487800128f3c7ac7e9b,05017,sao paulo,SP
8915549cc658e933b96113235c64ad9d,249847a6866de0a2ece910f8aea10e4c,07904,francisco morato,SP
f4fd1f42308fc47dee6d73ae1f6c9883,c57aa906e4aca12c46c1c6891db2c8a7,09130,santo andre,SP
0205014bc84053ecae74d11d89f35f3c,15c55096f55b5bfe2ac3a08ab95b807d,37137,alfenas,MG
1e343e03e0136219d697f62fb5d9b962,76aa828a180266cdd5d1b32bddae4047,22280,rio de janeiro,RJ
310b2ccafef3236ae0d753c09ce26afd,9ab71138a8522cc94a49857735854ed3,13343,indaiatuba,SP
3a53fe43a64c4cb6a29c66e54185182e,b608532e04a3070b4b31178948f5c43b,09371,maua,SP
ae980a87b199d9bbd5de7b78a3ba312b,025fef1b215081d46d39595c7b67c9a5,18215,itapetininga,SP
e0064e1417dc16cadb558d1c5c0db377,27d59fe7ff2ed894f826fd4a7e5466ea,01203,sao paulo,SP
738ebe48e12040500665dd143aa28cdc,ae96093146108e55367c723d76ea54a9,57975,colonia leopoldina,AL
7ca21490a9d1f75bb84871b6e57177cb,00b9746bf8ac2964942d8b969f015196,30190,belo horizonte,MG
abbeb6ed95fec1971a0502dbc128470b,4e22025a6deef88bd555d3f198786181,09683,sao bernardo do campo,SP
99ed295fa7b1f749594ce5f709ef1073,ef026b181b8edf96c9ba24e7a989f7b4,20921,rio de janeiro,RJ
f8ead8ee59c35cd73f3960fe570bc5fc,60ad2dfe15162be5e47aa1ca1429130a,13092,campinas,SP
d1ecae988f85309f883f1769e625b565,e1b1d16249046597bdab717ed54c3bdb,29055,vitoria,ES
93c18d140f4e52abc28925e224e2c781,ab5dab8dbb42be51348423af4152c2d7,88385,penha,SC
e2d332efaa3c6f6c394d00ee57547fec,1a43917020d9c84f3c37ca03f8a61e13,18055,sorocaba,SP
fba95f073ccc6b98c94f3c000b9c1472,b735c34299af89879b386c332e338374,08545,ferraz de vasconcelos,SP
fecb57edcf7693f7bcb312957f3a5ea0,fd301b685263a41db35c40a9cb884c0b,21920,rio de janeiro,RJ
faff7a9ebd3cf671ce836dc47a1daec2,83e19af9cb7591106ea19f1330771a33,11740,itanhaem,SP
5a956bc385c532ba9d78bd4948e7f8e0,9ae2dda41ec3dae4c5c780e251223272,06421,barueri,SP
48d35ccbcd1e85743d67b4e0d564f7c9,a8d5a736f4170bac7347f216bf803053,21620,rio de janeiro,RJ
bd3235c8b16f3eef2bab89dd3bce20ce,acfed6b9e693acfa8936a2238d5e31e0,11900,registro,SP
ff9f37a06f82b3db748599da8b08eb66,01202da9afa875bce3de24c92b764099,37580,monte siao,MG
a0778b853584b734d017247ce2e34ffa,f58bfa7fe6c7b7f7c7e2e1dc1321740e,91787,porto alegre,RS
3f6c3d9854506e3351e40a91f8b85b7d,ba77e9b6506636dcbd03e463d4786f24,95059,caxias do sul,RS
3d9ff586104e795e9cda5d0fb1705c13,95ec7fc6a1605502060075958c3f9852,16700,guararapes,SP
9512f6c2d4c5fc7426cc9951329f8b20,efc3228e29419dd0ef4ceb6f4df7ac6e,27345,barra mansa,RJ
1f567c8732fb5317d6ce391624d34cb2,3556987e5b22d5372214fb48fc9fe02a,13495,iracemapolis,SP
4dd66b17e6ebfe130ef40705bb44a1c2,29dc4aeff866d6a940c471a3ea4faef0,05752,sao paulo,SP
f65fd8fe4095317b5aa176ee72300f02,497e6896f865cd31297512144f700e1b,37120,paraguacu,MG
adb32467ecc74b53576d9d13a5a55891,11f97da02237a49c8e783dfda6f50e8e,74885,goiania,GO
1291eca2bf609f2a91eec6c581ef0643,addd2028bd92f052c0edefaf2aaf0b4d,67200,marituba,PA
fd3dc25a11b7d0957569a93d6fdfda07,06fc46bc1782b92141eb4c2de72a8096,04074,sao paulo,SP
93af7e4b75f74f04187970ba13ab3873,fdb2f8a871f180fefdf3ba06bf7ab179,95300,lagoa vermelha,RS
43ae0f58c3e63919119fa948c2efee95,b703d83e085a6a8b339dc548f4878ca8,25070,duque de caxias,RJ
f1c2169cd128b7d6dbf34e74fda43d55,3932704dadd5df21c9951ef56a0b72e0,30570,belo horizonte,MG
79028b5530181ecc652433ad2f88df2e,d535471db72095137da93810c98af688,71650,brasilia,DF
386e4ddbf54f557c9d251e49d32ca7c2,272c0b6034c4d5b0b42252d40a9b53b4,35052,governador valadares,MG
24c2d36dcc7f3ff6e41738c77dcf2def,6b50feb99c89a4b030544ffd55793772,25665,petropolis,RJ
ae1df93af04a6e463230fc1966638537,ab78e3dc0a9ba374d7cd4aaf92254371,07787,cajamar,SP
689e1d17d1c2e9698a2859058b24d535,207d998ffd9ef906e5b11fb465e43dd0,27520,resende,RJ
f03c9c80de7a0a901cd92d8507717007,72b74e3ab8b2f7da203dbb50344879bb,11360,sao vicente,SP
29451cc18357b45bc8cdae2b9ead7953,10ef2ca870387b4af3ff7bf84029109d,45445,camamu,BA
d5961401e349bf22024305eef5fa9119,13dde2bba8c4d6141b5452e3d1b22738,78120,varzea grande,MT
cb85fd1337a9b227e49fbcb893babd71,9b953c95d48d666d4a7da3aec936f1ab,13416,piracicaba,SP
161b36bf551dd0e48ceaaa02688d1300,a6d657af9fb3441e21a6d4cf7054e165,04753,sao paulo,SP
4b86e3f4e081916feadba12c94ea8912,d0f2e94b4d406f87c1a9163ae90e120a,09111,santo andre,SP
48db5996674ec9678ed781d29f8489fa,db805b3c93209de1af0f032450f33cd3,40150,salvador,BA
dd95bfd2410a54c97b63e01887047d83,dfbf27046730e7663a8a31a5a8f05ebb,11065,santos,SP
7d03956727a1a2962e0e669629917bae,0387367daee04c9cbcf57eaee0d699c6,09854,sao bernardo do campo,SP
e046f992a304cc92e1b00d7fccdf1c42,09a3f87b74828b274d73ee9dfef43b68,89633,zortea,SC
ad1d816777885a62a3a72320d21861a2,167c4b188bfb3d78528f2d795400fa15,04911,sao paulo,SP
a4788192f4152e96cc73fcc1df791f21,7fe9dc21448d5fa5a0629aefef9a2375,20973,rio de janeiro,RJ
e75e3f20be32a23e4cc20abb982fc31a,9e527c9bc89a4228e5d8e136712ec63e,88034,florianopolis,SC
4b5988f858ad9f6e8b3773e13ee2c771,d0be859f85cda9d896ab14e4ffba955d,02557,sao paulo,SP
30488ef22c9f0f381eaca4ec8e54c1cd,97cb5429cc1f7f15a427152a50f404c3,34505,sabara,MG
8e43a72ca4287806280d0daea3cc46fa,e2ebf2a8b112fe192cb13433227baf54,04902,sao paulo,SP
45fd0f4002588ad41ef11b08ec4cf2ce,8429807edd4ebdc06a75b12d95e64cb5,20720,rio de janeiro,RJ
090d8c30005e20451f3514a654cdd9ef,658be5b23fa4d143e2bf2c35f9401f9b,65695,fortuna,MA
4860f134f8d652b3d93ee94e9d3aa185,ada75a4fe78965ba507a043fadb07ce9,20940,rio de janeiro,RJ
15bea20cd005ed59d34db54c6b32ec98,02c639f8dd288caf7cc6dc66513c23b3,35610,dores do indaia,MG
8c9bfe4267c768c965a7a3770b06899b,3e106ca9900549d3fe143694d984da50,04674,sao paulo,SP
c41bb9b32eecfb353668815360270496,edf8176bda73a45c6a47235c7a7726b2,17490,piratininga,SP
47c4599db633af989a9d444ba9ddd844,52c7d7c1f37b0c0772bcebe5fa463b15,17512,marilia,SP
acb64e2599b38fcae12dbfd6bc07859b,1020912bed1cd8b8e0670800229722a7,13973,itapira,SP
98a13a25160f30babbd81bb1d9b3e61c,44f80f943d7ac5d486482b715019014c,28950,armacao dos buzios,RJ
bcde4a90c6095d70bfc2085e755383cc,32fb2e7038700592a88dc95363e6a7d6,29056,vitoria,ES
f6c6f587eb8cc972d92c7efa7de1a208,3c6157c764ac6188a901d1bbebca7e2e,06421,barueri,SP
b8f3c05805a908d846c178e4f3f0e875,eaaacf9177b86ea5969fcdd92f225a1d,02542,sao paulo,SP
c63812833200850d116bb2ba25ad634d,0e7605b7d6890bb5d98446a80b91bca8,02617,sao paulo,SP
deb7123f2e2f5e7e0997e3af67d058d0,7387cda312de9273ab3abdb5d5693709,05010,sao paulo,SP
d6851a9cf4328debeddd2f63212ff9e2,9bff67cbd491a775eb1e262b778da4e6,02758,sao paulo,SP
9aa6f4346dce412af1c614f252bebcc0,b114cbd7897cdd2c233f77095ae808f8,39330,brasilia de minas,MG
172a8d88b70c30286a8d76ac735b779c,ecce47b0efca8ef66e9321e7eb431478,04362,sao paulo,SP
f55e489fa5e3fa5cdab0588fb2cf9f0b,c8beef897465bd87168f7793cf9d0981,71693,brasilia,DF
ba06469dfb61ced36ea2962bf482aeef,ad9ff8cd876fd0c70ee6319f79f5fbc1,05103,sao paulo,SP
c9dbab4b73e48bd978bb5a5114ee6e3c,93d21068a4b6b2beb2c3cc9d44f948c0,48370,esplanada,BA
e04f1a56c179e5072f239aa83ee0b5c7,8082996e039c772b71d8df530f5fea4f,81810,curitiba,PR
0677048b122422b313b96967d64e8cb6,d0bd3c33ffe8ebc807b6e0c06b945bb3,27700,vassouras,RJ
002b24cb2cd0c3e575040dbd278885e3,f422964d43fc7ecdc3e51443af0705f9,79117,campo grande,MS
b5121f7fd1b0aa4addd65853b3b2e1b6,2a5ae004864e4817ddc6b39f11473922,88780,imbituba,SC
e9fc7edd6cde2e8c4f7f8617ed9cc8d4,8d101c47a4c3fb0d038d454668b1464c,04709,sao paulo,SP
6369ec1eedbd7401fcababd597382d90,23ae1bfb4297222c1b522172809a7ca1,04447,sao paulo,SP
e46731ed04dacfd209c14dff32d96e58,8a5ebddd26a21185101e42434d23de7f,04746,sao paulo,SP
b2817df30d7390a156ef1514c284010c,296808b56f85ae255d58f4b2d0d1649c,54410,jaboatao dos guararapes,PE
00a2277d94755da60c916bab098b9b49,9a4874151836dd0388acb83657ab7367,11035,santos,SP
19d8d28432946239ce9f75e1990f7e58,d6fdf70f71d5b82ae601638a446bd228,64770,sao raimundo nonato,PI
80b26789f069971fc4b1483f33f545c2,0e78a1b66adee5bb3a6f014714f79cf4,21853,rio de janeiro,RJ
5fa09f396373904956de2a879ecb7e2c,3076903f485de72ca886f5496ad486f5,13370,rafard,SP
