review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
caf2fda142dedd88d1d655453e5a598d,7830b4558355121b3b0703913ad9d100,2,,"O produto veio fora da especificação. A calota vendida tinha o símbolo da Citroën, mas a calota veio sem este símbolo. ",2018-02-08 00:00:00,2018-02-12 11:52:11
6a4dfc5eeb7c30330534e09ee9b26ff3,8bab0782e1f2a9fdc338a883c124f75b,5,ótima,produto chegou antes do prazo estabelecido.,2018-08-03 00:00:00,2018-08-06 11:11:23
b8e4ab342595a5a9de5c33fcd1e86ade,a147b97f47abbdb02f67ea00da442cd8,5,,,2018-08-11 00:00:00,2018-08-13 22:47:16
95aae38ba2d04659e6c2113a76a6252d,cc6adfff0d6a6796585ca1d0901f0ea1,5,,otimi produto entrega excelente,2018-01-20 00:00:00,2018-01-22 18:09:13
0ab7ecbd201f6f66732df6dd71099462,e52c9dfec957c503bed5d050a39c740f,3,,ACHO QUE DEVERIA NOS ENFORMAR MAIS RAPIDO ONDE ESTA O PRODUTO,2018-01-10 00:00:00,2018-01-10 11:35:06
31f71d900826f7392e11368d8d3455fe,0faa73d77b7f91828bd92315a94d6ef4,4,,Produto correto e entregue no prazo conforme acordado. Eu recomendo.,2017-03-07 00:00:00,2017-03-09 14:24:33
73b30f5f8be2eaeaca05bb7a5dd1605a,1df257323bb550a9b9bb150345c42e45,3,,,2017-02-20 00:00:00,2017-02-20 10:48:27
f8177a9118239d4b02cb69f910e27abf,01f74145603bef2ef33949099b48ad28,3,,,2018-01-05 00:00:00,2018-01-10 20:14:06
a06e7c4f5bf7d2e92a196357f4105842,db10e5b34779ebe39e1bc929469eb841,1,Atraso na data de entrega,Já entrei em contato com a lannister pelo telefone e eles me falam q vai mandar o link direto com o parceiro pra eu saber detalhes da entrega da conta e esse link n veio. Péssimo suporte ao cliente,2018-08-16 00:00:00,2018-08-16 17:20:04
1e893aa16cd471b5cb29cd6ea5e5792b,4dda84ad43d105c6d3b73004b4f647ba,3,,,2017-09-01 00:00:00,2017-09-04 17:42:13
20b37cf03df493a53443f4e2d59f4788,364ea3582bbe134bec58a6e192aa6390,5,,,2018-07-01 00:00:00,2018-07-01 14:26:45
08667b6077f24d86950b1642b5ca9632,24040b0114230e6113ea96d0161ff4a9,5,mto bom,"chegou antes do prazo, e o produto mto bom",2018-05-25 00:00:00,2018-05-25 16:12:27
4dd6b44d66e842a742536c1ded9bccdd,ebb5a074406776ad07439bc2049c1fe4,5,,,2017-02-08 00:00:00,2017-02-10 06:18:28
bed172436b538b5a3fc67c493004f046,a9a71d9344772c405bfeb378bc587215,3,,"Produto entregue divergente do adquirido e não deram resposta a solicitação feita no site. Trata-se de presente e não pude entregar, aguardo troca do mesmo.",2018-02-15 00:00:00,2018-02-17 19:20:01
9836cfc0e6dd9785e4bb0fcdcd2af7a2,248f06491b94081a333b97639693e59f,1,,"Comprei duas bonecas baby kiss Sid nil dia 07/12/17 e eles entregaram somente 1 boneca ,não veio junto nota fiscal,caixa amassada e também não consigo contato com a lannister o telefone só da ocupado",2018-01-05 00:00:00,2018-01-09 13:32:54
c45ae2cc19fa8d1ba41e539a48f7da5a,28f079a1f1568fda3a17841d6fe48390,4,BOA LOJA ,"BOA LOJA, CUMPRIU TUDO O QUE ESTAVA NO ANUNCIO! A ENTREGA FOI SUPER-RÁPIDO!",2018-06-24 00:00:00,2018-06-24 21:56:07
dbcd48d3ff3e8bc81c542ba3e20049cf,072e34b42ad90d7472e9a798f19a6bdb,5,,,2017-02-10 00:00:00,2017-02-14 15:03:41
10088ea78751c26d9b0d0ccb6699586b,cb64fe77f78101ce43bdffc7be77c9a4,4,Recomendo,Produto chegou dentro do prazo,2018-05-10 00:00:00,2018-05-14 00:58:35
a32310a66d1d7a6e086bb2f155f0023a,988117e4f714ed70371d15b7063e0add,5,,,2018-08-11 00:00:00,2018-08-11 19:50:43
0ab63ffeb12e341efe783d1728c704e3,052b35671e2bdd45aa889c5fa09e2809,5,,,2017-12-28 00:00:00,2018-01-01 18:22:33
642be66d80f7dc6f5947f84daf557d4b,22df89b611e2a03b4957043cf949e51f,5,,,2018-08-28 00:00:00,2018-08-28 13:07:10
579e133b2fa7ec436ed9e3155d0d9e8a,a5bd353b2ac215ebe5c34f03dcd5361f,4,,,2018-06-07 00:00:00,2018-06-13 19:36:08
bb032af704429f239620a388dbef3e4e,1b00c4d80c81cdbc36487c96c6e92f07,5,,,2017-05-24 00:00:00,2017-06-09 21:58:25
2dd1159bb2de9b46ec7bfa29b215f3a3,c1b3a881aed70415ec2c1cd40d217d5d,5,,Produto de otima qualidade e bem embalado ,2018-03-15 00:00:00,2018-03-17 23:51:21
4d3ff9f8c57cc584747eb184ef4cdebe,c54d822dcfd0f7c672574a607c9403b3,5,Top!!!!,Entre super rápida!,2018-06-05 00:00:00,2018-06-08 21:04:42
e8995c053d3db2d9c07407efe7de52dd,aa04ef5214580b06b10e2a378300db44,5,,,2017-02-08 00:00:00,2017-02-11 12:37:36
86766ee6a8e7769fb6315f94385a5c26,0a14f9fc5324099db2a5418351592675,5,,,2018-03-14 00:00:00,2018-03-15 12:10:29
7e1c9aed5a984e713d373ec31c756f44,fe60bad9c284d296c50b267f32a70da8,5,,,2018-06-23 00:00:00,2018-06-24 23:24:21
ee1f2c3048bba0d9459004c27cb0dc41,6cbddb4b9fd4c71ee2b7a0012dfe2fe3,5,,,2018-08-14 00:00:00,2018-08-16 18:26:14
046ffc00480c2daccea691db51d7cacf,6f275c944d1814eca6bfbb2bcfa3b0ea,5,,,2017-01-25 00:00:00,2017-01-26 10:43:06
27791ea5b05cb701400813ebef8242ab,2e9a694ad185420c2ac7461d41f35ed7,4,,,2017-06-10 00:00:00,2017-06-11 11:06:47
dcfc70bb3e8cebcdb3a96b373db23874,e937de71316fb3186e4113977cb96741,3,,,2018-03-13 00:00:00,2018-03-13 19:34:51
416de2c6a1230e4a5ed1e0b8b3e9c115,b0e9f35ef740c711cb29c8d779388062,5,,,2017-06-13 00:00:00,2017-06-13 23:24:48
a37844700353fad7bc85b2438766a0eb,175a79065991e40569812e90232dc38d,4,,,2018-08-17 00:00:00,2018-08-20 01:08:40
47150a7dd2dc67442ecad4554f603ef5,6f55fe858c5557f14d4b6ee5255d793b,5,,,2017-04-29 00:00:00,2017-05-02 17:56:51
543d970fad3c2cecaaf0eeadffbf78be,5f7363eba95d6b80c0b0d44e53193e0b,5,,,2017-05-30 00:00:00,2017-06-01 22:51:57
72281e01572ea3033177c33df09d8a36,134141b15902a79a3932a6f486de499a,4,bom,bom,2018-06-30 00:00:00,2018-07-02 12:57:44
efaa822d7e92503776f5949db412eab3,143f8e1be12f4d99301cec6f0d7a3834,5,,"CANECA FERA DO TIMÃO, MAIS UMA PRA COLEÇÃO",2017-02-02 00:00:00,2017-02-03 11:52:02
5697ff38c1fe9b443920d3f190dcde39,fda140e135ccab872e95fb03e76ba27a,5,,,2017-10-12 00:00:00,2017-10-12 17:43:14
c51984ab5c2d66cb5fc5485d172e7036,8565434e7b68f273260f208a1d2c2aa2,3,,,2018-08-31 00:00:00,2018-08-31 16:46:48
bc88d3b86fa8443d42894eb7b5f0d73c,36e694cf4cbc2a4803200c35e84abdc4,5,,,2018-02-21 00:00:00,2018-02-26 13:53:18
708506c2a187d9c8b36aa4f5f87054c0,d2c902f172e80f22126d53d9ff7871b2,5,,,2018-07-07 00:00:00,2018-07-07 21:42:25
6f0fb3ef4a80f221b3b12b10dbf9bed6,93e337ab97f3eaafab94e2129d8feae8,1,,"Recebi produto diferente do que comprei.
Abri reclamação tem 05 dias e continuo aguardando solução",2018-01-10 00:00:00,2018-01-17 15:56:42
26cc49cf55cc65eea31170d7f6c0094f,a969ea7670f417da58239666920e9a97,5,,Entrega no prazo produto de qualidade.. minhas filhas amaram... parabéns pra loja.. ,2017-08-24 00:00:00,2017-08-27 11:26:15
755215ffa9405a185237cc7dce6bab49,4e426aca1d549d77439cb4eb115a5d37,3,,Arranhador veio com lascas na base por conta de embalagem inadequada. Sugere-se que os próximos sejam enviados em caixa - não apenas embalados em papel.,2018-05-19 00:00:00,2018-05-20 12:53:07
c6b3b96b5439024bc8a3e8ce5c5572d4,663ccd66895e16bba443625e63a777ff,4,,,2018-03-13 00:00:00,2018-03-13 23:58:46
628f9fc24e25df44ae2c19dddc1e9129,8578000d0000b3bacf28bd31ee906b92,5,,,2018-04-24 00:00:00,2018-04-25 00:00:20
78d51a7a54bbee0d3ff0b1c76fc22f20,efcdad37e7529147a3c3ece422943baf,5,,,2017-11-11 00:00:00,2017-11-11 23:43:29
d831fb6c6ba7c6fd4ceff483d485d381,72e93009f1735bbd1de92c45ec1fe3c5,4,,,2017-10-06 00:00:00,2017-10-08 15:16:07
d2aa0192c8dffa35499830ca50eddf75,24608c1bed92ba4666829514c1a408b3,5,,,2018-05-22 00:00:00,2018-05-25 14:13:39
a1fe6b954c40c320a87d1c2cfbc372f6,61e94ee01643283937897275a00ed8ff,5,,,2017-05-17 00:00:00,2017-05-18 11:24:58
77d21294e71ad4fd290b71452df5f876,3ad68235680db3c8a491e0362402fd96,5,,,2018-02-01 00:00:00,2018-02-01 22:20:24
98b371a25f6c53c0ce93feab839c2bd8,0507a74781354ea643bff372311d2a97,5,,,2018-05-24 00:00:00,2018-05-25 00:52:41
ea88898e75d153da5b7656e8e0d48fb8,aa9f47b4e7c06b6c495bf26fff85bb17,3,,,2017-03-10 00:00:00,2017-03-11 10:54:23
e2af094d930fb1a5e8eee10dd6202e41,1ffb9dc91fdfd3d86671c5dc2a94dab1,5,,"Muito boa a entrega e no tempo certo, valeu a pena!",2017-05-27 00:00:00,2017-05-27 23:01:03
defea73cff6c1e7cdd3c73f5a92e4600,aa63db7f2ec964c78e9099feae5b730e,5,OTIMA,ADOREI O PRODUTO,2018-05-10 00:00:00,2018-05-11 13:17:02
70a73c6937c430057e0e265365b84364,c8bf388d81617b961b598bc9b8b30811,5,,Ótimo produto e chegou bem rápido.,2017-12-14 00:00:00,2018-01-12 00:06:30
f38f3aeec96dbea334f0636621bce815,c0d51e9a78ec5b240836342d1ada7d1c,5,,"Ótimo vendedor, recomendo! ",2018-03-11 00:00:00,2018-03-13 18:21:07
c9f81c5670519b880117f151e7a3d42f,6c5668e3fb9c385112fb6ab07093253e,4,,,2018-03-29 00:00:00,2018-04-03 12:49:59
0c0a8f869926392e57bbf0f49d0bec0c,6031b4a1dbafab99322d682f7d2070fa,5,,,2018-01-16 00:00:00,2018-01-21 14:31:21
3c1beae1f38a6fa9564ea8bfc05575dd,d2a0cfdf8f3b718afce8a4b9d943614a,5,,,2018-04-06 00:00:00,2018-04-09 13:08:39
444001b21e55ff06012c0eef301be4df,4160b6447ad70e6d73f7221dd970bbe9,5,Sk8,Otima,2018-08-30 00:00:00,2018-08-31 02:26:48
85106266c44a3350d73ddab020728900,c36b97b242c0409d5f536b647b56256e,3,,,2018-03-18 00:00:00,2018-03-18 19:38:44
95a9b1af9747f1e76368cc105aeeb7f5,df156891939f37c451dfa81e3e724540,1,,,2018-03-11 00:00:00,2018-03-12 21:50:08
5421f52bbdc627d8b64334c4baca28df,3cb36784c17acb3eca55ded497da243d,5,,,2017-10-29 00:00:00,2017-10-29 19:19:50
56af3571cab4258a7bd3ba5b180036f2,fb8a1aa2a0931ede3ac1d6ae42d4ffdc,5,,,2018-03-29 00:00:00,2018-03-29 20:12:39
fa2449a730e7e4a66f698977f6ab3802,e3071b7624445af6e4f3a1b23718667d,5,,,2017-09-12 00:00:00,2017-09-13 01:39:44
ea72e79c9eef5bdadbaeb63715391413,d64a14f0bda63154a36174c4870ee78c,1,Produto não funciona.,Produto não funciona aparentemente o produto não é original.,2018-06-06 00:00:00,2018-06-09 16:50:21
d7de6c1422128d7fb15bc8b78452e090,fd05016059d759a3d1cd9f1068be4907,5,,Joia,2017-08-09 00:00:00,2017-08-10 12:41:05
bdbd8ae810d851596953e8af92740f36,0d4a43cf7b7994e0a782864d075dc842,5,Muito Bom,Chegou muito antes do prazo estimado,2018-05-04 00:00:00,2018-05-05 05:06:01
87bd17421d99d676ee197e9df00cf727,7743b506a4c2e87e3f5af919334ea71a,5,,,2017-11-18 00:00:00,2017-11-21 18:29:35
7a572365fb07c97a180c5aafa11e59d2,27d4565688530c96555c05e21f6740c1,4,,,2018-07-05 00:00:00,2018-07-06 17:19:25
1e0ebbfb4501be8d0f9a360ee32dd077,8831eaa951f7563404fa3355d0a89f1e,4,,,2017-09-02 00:00:00,2017-09-03 17:21:55
25be06732b67d0cd3e4305f53e26c977,627a881a7d2543a80dc59460ab08eaab,5,,,2018-02-20 00:00:00,2018-02-23 07:09:56
326efe0419aedbf6bedc29dc317a750a,3a1400b5d4dd3082a4bc8a64d66f6d90,5,,muito boa.,2018-04-05 00:00:00,2018-04-06 16:52:47
05d49508e8ef4575a2fde920baafdcf4,070162e1ae6ad420c0766af516a31a5b,1,Quantidade errada,Comprei 2 e só veio 1. Espero uma resposta pois só esse pedido que veio errado. Aguardo o outro ah eu.,2018-06-29 00:00:00,2018-07-03 21:07:03
4d9eb84b9ec4f0479bb51e437bf6af18,12110189ef70d77e946c6a0bd7b945a8,1,Produto não entregue,Produto não entregue,2018-06-09 00:00:00,2018-06-10 16:23:24
0b1c7b3f07e0e6d0dbf2191a1f46d5be,7a36f62bdb082d4acdfb07a8e0c7f0ee,4,,,2018-03-20 00:00:00,2018-03-21 01:12:01
5b6200bd79e822c13e70645d82b60ed2,3f3f8127c7e0537f9f74550f3504f93d,4,,,2018-07-10 00:00:00,2018-07-10 15:19:26
9d3838017d22783aa67ba9c557b8c43b,12aba4fdeb04e5cca1132f86f2bda749,5,,"Previsto para chegar 27/11, mas já está em minhas mãos. Apesar de achar que eles jogam o prazo ""lá pra cima"", foi tudo realmente rápido pois entre o pedido e a entrega foram exatamente 3 dias!",2017-11-11 00:00:00,2017-11-11 20:42:54
26c5466b15845adab76a414f88bd0803,4b4d023762cb66a4517f22ec1497ee17,5,,,2018-03-02 00:00:00,2018-03-05 13:13:16
c6516c06c0d4d740735aa0f108b3a5a7,0dd15079372ce401518ac26321947143,2,Suspeito,"Já tive um Skullcandy do mesmo modelo, a qualidade era inigualável, detalhes de acabamento perfeitos, experiência sonora agradável e potente, principalmente no destaque dos graves....este não é Skull.",2018-07-15 00:00:00,2018-07-23 09:09:35
51809daf94b60a0e22174ac981aa0415,753aaaa715f963740a358c291bc79727,5,,Excelente comprar na lannister. O atendimento é perfeito.,2017-01-18 00:00:00,2017-01-19 19:47:09
2563c15f07ee3f0626b938c8225042b8,c91097c936cb64d71ceee3f0d99927ea,5,,Veio antes do prazo. Informado de todas as etapas da entrega.,2017-03-11 00:00:00,2017-03-13 04:23:14
234116f57bf87e55c026361c267614af,6d480dfe6a776cc015ee944f518a966c,5,,,2018-07-08 00:00:00,2018-07-08 20:56:36
e8fb285b7d6ec85253d828e9b153e7d5,3bd5b53dee9d54938f56208bcc03d855,4,,,2017-01-26 00:00:00,2017-01-27 11:12:24
2c09968c6547b21908c356ba0894d8c3,e6ffcd88cc3d2795303c2fd25cadf74a,5,,,2018-05-29 00:00:00,2018-05-29 23:14:34
17cecd13a99adced0b60f6b44a0ae0e4,0e71d62394f9b03218e1138af6b664e9,5,,,2017-05-14 00:00:00,2017-08-08 15:58:22
fbb87a7142b0a00977ba17d80b448d5b,fb620f3600b241ff5c85e8397eadd62d,5,,,2017-12-22 00:00:00,2018-01-07 18:15:43
f4dfedf4b8e312a368ff090dcbcd53a6,ccce262c4b1775baab94c62c954014c8,1,,"Boa tarde, pedi 3 gorros mas só recebi, é agora que faço?",2018-03-23 00:00:00,2018-03-26 19:41:18
3966266ebbf8fdf8aa103efab64c9423,5dec9bf4b2c859f8de5fee5f1e08d1c6,5,,,2018-02-24 00:00:00,2018-02-27 01:45:55
f9a94718d561c9480cf25a076d934029,736401dfe860545394d24b098b2728eb,3,,,2017-05-14 00:00:00,2017-05-14 17:33:22
72ffc17df0e7e41a17116aac548eaada,cf3953190a955e0f2e4a8552279713b8,1,,Pedido entregue foi diferente do da imagem do produto da venda. Inclusive produto foi removido do site depois da entrega.,2017-12-06 00:00:00,2017-12-06 21:49:02
47b76d4753613e7fc50ad480035d0fe0,b94d24bf7142d13c25cfeb9804843d6f,4,,,2018-03-06 00:00:00,2018-03-08 19:12:12
a89701ddb37339ce9758120cfb51d67f,8ef7f8c19a00b45667841442d36ad903,1,,Produto não corresponde a imagem de venda ,2017-12-22 00:00:00,2017-12-23 15:08:13
99162cb46cd4a6cd86318f908600acde,34d91b022de394cf98320a2109457501,5,,,2018-04-25 00:00:00,2018-04-26 01:16:06
d45965fae57dea667e24fb16b45ba4d4,ecfdcaa1a2dacb4e5297d8251b115002,5,,,2017-01-28 00:00:00,2017-01-29 00:08:51
7be2f36d141f2dce51fff1f717b81008,5f0f8a9ceb96ceb90d49907d4c14ac7e,5,,,2018-02-07 00:00:00,2018-02-07 21:07:03
1655406bc5e18fdf08d13a4488e4c393,a17fd6df400fd04864fc2697bc98cc2d,5,,super recomendo produto entregue antes do pazo previsto,2018-01-10 00:00:00,2018-01-10 15:11:15
e260519b7ad861fb27ded89c0280791f,5938114522194bd566d9f5a5cd9dcb88,4,,,2018-08-11 00:00:00,2018-08-14 11:28:28
ea71621d7d57382bbd9c474f713614b3,42c58d1a5434d2675b7835a9e8a26dda,3,,,2018-05-09 00:00:00,2018-05-14 11:47:03
259c7323a1bb67fac8b797dfe96867b7,ec9a45db197262577280e38de1889f3f,4,,,2017-06-21 00:00:00,2017-06-23 15:38:59
22b4c99f1729b133126d0c9a2de18de0,abbc0add533d31e83195d03eebe028f8,5,,,2018-05-31 00:00:00,2018-06-01 11:19:41
6c3c56231c45f130228a386e4d9b124a,14f6c86b695ea4ddd3dd4386d10388b0,5,,,2017-06-13 00:00:00,2017-06-14 11:47:49
61e4da09f3d99e91873ece0aa51a34e2,0ed6d545d159bc1c0786d83a66c1cd03,5,Otmo vendor,Vou comprar mais melhor daqui eu esperava,2018-06-19 00:00:00,2018-06-19 23:36:08
72a1098d5b410ae50fbc0509d26daeb9,566f53fc7d36fa366f7e221468121877,5,,,2017-02-07 00:00:00,2017-02-10 10:46:09
3be6e9cb569ed3b2123da67400be3641,38eb881851d90ec36b46d10b81792089,4,,,2017-02-08 00:00:00,2017-02-09 10:56:19
792ad4d0c68c584d89db7cc893b779df,545f259d01f0a271186e324228070de7,5,,,2017-06-06 00:00:00,2017-06-07 18:39:22
e586dccf0a1c475123844e563e774c79,bbe9cd550cedc72e9c9ea15fe13bb91b,5,,,2018-03-23 00:00:00,2018-03-26 14:50:57
0ca606b84ee54d5d17d80400516dfb48,a31b7701247f69c640631ad0bcd130ef,4,,,2018-04-26 00:00:00,2018-04-28 18:23:53
81631b6fd853a5cf2da90b724051fa73,4f7801b0527e8669f25d2f5488ea8a58,5,,,2018-04-13 00:00:00,2018-04-13 22:57:51
f2fa4b4ab1dbe6d8a53b9a1e0c4ec8eb,8bef37e0a778afcdf32118f376beb9de,5,,,2017-01-31 00:00:00,2017-02-01 10:20:31
2581247fed3f5208759fb87c282cef23,b49433c6d0ea8ab0fa4d209e44c5831f,3,,"O kit chegou em menos de uma semana. Só tenho uma observação a fazer: o lacre dos produtos estavam soltos, de forma que ao desenroscar a tampa de ambos ,saiu sozinho, o q estranhei. ",2017-08-24 00:00:00,2017-08-27 12:28:43
e840ba5eba142a4b6dc6a1f860c19cec,7f3ad8f12fb1f6bf1858c175fcd4ab79,5,,,2018-08-14 00:00:00,2018-08-14 22:36:50
53e58368e68f4e4816c966505e1680ae,8628cf35f313fe2e46a2168f21860031,5,,,2017-12-13 00:00:00,2017-12-14 12:19:10
ff887974dbce7820f8d8d5977bf011bf,40276598768326cdd5ae39038037434f,5,,,2018-07-31 00:00:00,2018-08-01 02:34:19
f7a0282b411cab23c20fa91ae041037e,aeb280e267d4fcf5e2c8da2cbd0ef890,3,,,2018-01-24 00:00:00,2018-01-24 21:01:20
a267617ff061d41b58e75713a2714d3b,1bf389bed4651ac01500f40b2dbc7f0c,5,,,2018-07-25 00:00:00,2018-07-31 19:24:01
4f2790f2f1ff148d6ed4f4e0abd433fc,1765804f6753bf6a25ba8c9fd45977f9,5,,,2018-07-12 00:00:00,2018-07-14 22:15:59
95452206aa8abd78a57303bc16b736ed,a08d1f4b300c3d7ec52f5f9a74234eca,5,,Excelente...... SÓ faltou o manual do produto. Fora isso gostei muito.,2016-10-27 00:00:00,2016-10-28 10:03:06
cae08f0ec034fdebdae2741dff0788fd,995ecfdb2406d9b579cf84368f42e7a0,5,,,2018-03-01 00:00:00,2018-03-02 10:55:33
a6ccb69431b5bf95ef64045a357e0070,cd5be8f92135682a584bca7d11218aad,4,,"excelente produto
recomendo",2017-12-17 00:00:00,2017-12-17 18:36:52
3571aae119a0402f5088af1ca270cd05,4e61d7c6f86143c04ee80dae4955fd92,5,,,2017-12-28 00:00:00,2018-01-03 11:48:31
80f65ce7717efd1ca8cef1c82d5cb0a2,8c489400ea17eec342e0ca18af584273,5,,Atendeu minhas expectativas e chegou no prazo.,2017-04-29 00:00:00,2017-04-30 13:27:15
cd2be55d5cc78798af3c5e7ee4a89e98,a9f6ce91a31d7e8dc4af0d3c847a5639,4,,,2018-02-16 00:00:00,2018-02-26 14:04:29
