seller_id,seller_zip_code_prefix,seller_city,seller_state
7722b1df1b0e383e000397b2c11e3e19,09715,sao bernardo do campo,SP
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP
d650b663c3b5f6fb392b6326366efa9a,06713,cotia,SP
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ
83353a83fd769dfafa4f21a72b15e3e5,05786,sao paulo,SP
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG
37be5a7c751166fbc5f8ccba4119e043,04248,sao paulo,SP
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF
7b07b3c7487f0ea825fc6df75abd658b,02016,sao paulo,SP
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ
82e0a475a88cc9595229d8029273f045,03417,sao paulo,SP
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG
b18dc380845b24038cfc48006478f099,09951,diadema,SP
4c498c7345e89aebad651544829beca0,06341,carapicuiba,SP
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG
9523fb39dd240aa958e040f8183d64f3,01541,sao paulo,SP
6ec1a01e866584bb679eb9b098345919,11040,santos,SP
f6122bc84774df1b372bdb3bb88ddb9f,06436,barueri,SP
fa40cc5b934574b62717c68f3d678b6d,02310,sao paulo,SP
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ
8e34331b7eedd03be4e5d965c1956225,04009,sao paulo,SP
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG
b4a476fbd28de64b1e347abf9089366a,06653,itapevi,SP
657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC
eec3469d83e142f9a104886655338c37,17030,bauru,SP
55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,SP
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,SP
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC
ac9b01377919cdbd2a1bbb8d5837c70b,08773,mogi das cruzes,SP
5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP
80f2cf9abf6b5a0e5c612b5eea6646e6,15046,sao jose do rio preto,SP
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ
9f505651f4a6abe901a56cdc21508025,04102,sao paulo,SP
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP
a3a38f4affed601eb87a97788c949667,89204,joinville,SC
744dac408745240a2c2528fb1b6028f3,83408,colombo,PR
9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,SP
8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,mesquita,RJ
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
83deb69e889cf80f82be1dc6d5f2d486,88056,florianopolis,SC
79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,PR
5f3ae9136c875522250f8184f253413a,01550,sao paulo,SP
8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,SP
e250d617a0ad591ba9bd663e584a895d,07084,guarulhos,SP
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP
f1fd5ab1181f827ffad998c1a5de7d74,80010,curitiba,PR
4e85b538b0dad58852641540686d0e14,12238,sao jose dos campos,SP
093805f8f2aeb63881444571e1f48f30,06236,osasco,SP
ce33c6211beaa8fef4cae8b52db39862,08655,suzano,SP
081acf3de680d554796c9cf041be7bc2,33200,vespasiano,MG
6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,SP
5f2684dab12e59f83bef73ae57724e45,05125,sao paulo,SP
8b321bb669392f5163d04c59e235e066,01212,sao paulo,SP
76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,PR
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP
3bdff180c7e1f6551a643b99c265a120,04811,sao paulo,SP
6b89abe95848c850399130d149a39b63,75640,piracanjuba,GO
aced59e9b31ef866a94f9e7f29d8d418,03306,sao paulo,SP
b4f8921fcc4ff77b66bea6dda43dcd51,95034,caxias do sul,RS
5bffbafbb22daf6d3bfc216a46db8708,26525,nilopolis,RJ
822b63912576852aea9a8436d72317b7,13840,mogi guacu,SP
87d30a6a0cbf89356e49324971ab1d24,02036,sao paulo,SP
aba1721a889e04decc910aa13b768ef4,05729,sao paulo,SP
cab85505710c7cb9b720bceb52b01cee,02252,sao paulo,SP
33cbda8716511e27e556dff9d8418bf2,89052,blumenau,SC
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
3df020b72d3d44b3af9d110fa3940b65,15704,jales,SP
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ
955fee9216a65b617aa5c0531780ce60,04782,sao paulo,SP
751bdc4d83a466c7206cd42e8f426b03,09405,ribeirao pires,SP
71592660bbcb6a4664e97b6f8b68babc,15055,sao jose do rio preto,SP
5a93f3ab0ef4c84ed5e1b5dbf23978bc,12250,monteiro lobato,SP
1fe5540d7c1c37a595fefbacd5570d9e,25850,paraiba do sul,RJ
0176f73cc1195f367f7b32db1e5b3aa8,14940,ibitinga,SP
ceaec5548eefc6e23e6607c5435102e7,03821,sao paulo,SP
e9bc59e7b60fc3063eb2290deda4cced,87083,maringa,PR
6f229cc508fc6915ed5c499efd93baa4,21931,rio de janeiro,RJ
b0b346d3a89f5eb4c2968af3f083cd43,13105,campinas,SP
a0415d9b25ede3c4b1e477e9916ffc03,26255,nova iguacu,RJ
fa1a9dec3a9940c072684a46728bf1fc,88820,icara,SC
6ddc28b61be28373b4503a1f61cf98a9,03543,sao paulo,SP
5670f4db5b62c43d542e1b2d56b0cf7c,03694,sao paulo,SP
cb8bcce248bb1fb274ba762d8b971456,37540,santa rita do sapucai,MG
b6d44737c043328708f6749c2dbe50bd,09230,santo andre,SP
972d0f9cf61b499a4812cf0bfa3ad3c4,88359,brusque,SC
cfb1a033743668a192316f3c6d1d2671,18110,votorantim,SP
adcf50477d6a1f5d91bb9d54c4903cb5,35530,claudio,MG
8476243f92442881ddd5b578975cf115,93700,campo bom,RS
714b9a1332840f257b49f476bea4e341,15910,monte alto,SP
6a51fc556dab5f766ced6fbc860bc613,17500,marilia,SP
d1ef48b38baca7e831711c4a0aeb398f,86800,apucarana,PR
259f7b5e6e482c230e5bfaa670b6bb8f,08550,poa,SP
dd7ddc04e1b6c2c614352b383efe2d36,03471,sao paulo,SP
f457c46070d02cadd8a68551231220dd,87047,maringa,PR
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
26b482dccfa29bd2e40703ba45523702,13450,santa barbara d´oeste,SP
f7ba60f8c3f99e7ee4042fdef03b70c4,09628,sao bernardo do campo,SP
0ee4fb99ac55ffbbc98795aa01b7f8fa,06539,santana de parnaiba,SP
45c20d94d9171b0bcfab3c955e47d67b,13490,cordeiropolis,SP
6a38087bc8ad4f89ff453561005f6dea,75123,anapolis,GO
4e5725ba188db8252977a4f0227bd462,14092,ribeirao preto,SP
f84a00e60c73a49e7e851c9bdca3a5bb,20756,rio de janeiro,RJ
e5a38146df062edaf55c38afa99e42dc,01233,sao paulo,SP
62c50c1af4dfdc4149d25c5222043d39,04782,sao paulo,SP
f45122a9ab94eb4f3f8953578bc0c560,13419,piracicaba,SP
e8dba4d70f7f2b20e775d09cae01142d,13456,santa barbara d oeste,SP
48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP
f5f2ab9bdb6b30c14c61be68c5ed37da,13660,porto ferreira,SP
c76d418370990614e89e956c7a7567d9,06787,taboao da serra,SP
1554a68530182680ad5c8b042c3ab563,37580,monte siao,MG
04aa0a1c5ce6b222003403a3e11c3cc0,13150,cosmopolis,SP
ede0c03645598cdfc63ca8237acbe73d,14092,ribeirao preto,SP
97e50a621f8e801f4baf69e08687c192,04209,sao paulo,SP
52092ddbd3a58c450a4459bf051b2287,17300,dois corregos,SP
87142160b41353c4e5fca2360caf6f92,90230,porto alegre,RS
289cdb325fb7e7f891c38608bf9e0962,31570,belo horizonte,SP
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
bf100ecb7997df312b285358fb32f92c,83070,sao jose dos pinhais,PR
3504c0cb71d7fa48d967e0e4c94d59d9,09350,maua,SP
2f73e04d12cdf0c945ded66bb3fcf6c7,29313,cachoeiro de itapemirim,ES
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
96493fab2fbb13a14d0c0e8772eef5c3,05537,sao paulo,SP
99eaacc9e6046db1c82b163c5f84869f,14400,franca,SP
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
08084d990eb3f53af056ccbc1730c8a7,03612,sao paulo,SP
23613d49c3ac2bd302259e55c06c050c,13660,porto ferreira,SP
87d3c3aeb3ead335511b3ce315eb341e,03059,sao paulo,SP
93b9a99027bd8bd6af682aff18dd19bf,07600,mairipora,SP
0bf0150d5b9d60d9cd2906003332f085,01547,sao paulo,SP
5075aaa8404020ae6aa8bf4792099b41,37706,pocos de caldas,MG
e0487761face83d64fcada2408959a36,01021,sao paulo,SP
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
c8cc60ffd415254af5d9b9f34f32c369,18053,sorocaba,SP
2138ccb85b11a4ec1e37afbd1c8eda1f,08250,sao paulo,SP
f46490624488d3ff7ce78613913a7711,07194,guarulhos,SP
ad420dd0c4f92f8af951ac24b86d0cf5,38230,fronteira,MG
e8b4225284fbb02d16f200513f1f395d,14960,novo horizonte,SP
f61c63d13f7cd800549d5acdd390ae72,18185,pilar do sul,SP
054694fa03fe82cec4b7551487331d74,15840,itajobi,SP
7994b065a7ffb14e71c6312cf87b9de2,29142,cariacica / es,ES
c8b0e2b0a7095e5d8219575d5e7e1181,08598,itaquaquecetuba,SP
38102b031c2a15e54623d711bfc753d3,62170,mucambo,CE
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
49383af7ab774e4e8f3000f49c83dc4b,12080,taubate,SP
8a2d12a90e92f012ce5226fc6592b653,81210,curitiba,PR
e59aa562b9f8076dd550fcddf0e73491,82810,curitiba,PR
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
6b90f847357d8981edd79a1eb1bf0acb,07152,guarulhos,SP
db4350fd57ae30082dec7acbaacc17f9,03126,sao paulo,SP
845e8036c3f7bf62099352f5ed910240,21041,rio de janeiro,RJ
3364a91ec4d56c98e44174de954b94f6,76804,porto velho,RO
55a5b51f93f2b70ea513f5a047b0262a,36301,sao joao del rei,MG
8a432f4e5b471f8da497d7dc517666e2,19042,presidente prudente,SP
20a8b0dc55da94fe74d112082427c84f,13312,itu,SP
6b15924333bd1a741595fe981ea04822,09541,sao caetano do sul,SP
134285d1f41da5c13a756ee8142c8a4e,02523,sao paulo,SP
385799a1cddbd26dfeb9157356a42282,04676,sao paulo,SP
42b729f859728f5079499127a9c2ef37,03910,sao paulo,SP
94231344608e603693b0a8891143f65d,91520,porto alegre,SP
11938fcc75f6902fea1d0a6f72b54a57,89900,sao miguel d'oeste,SC
9c0e69c7bf2619675bbadf47b43f655a,12230,sao jose dos campos,SP
3586b8580d9c917874e053a1bb37b5ff,14802,araraquara,SP
6edacfd9f9074789dad6d62ba7950b9c,07135,guarulhos,SP
334cab711dee080b079fa5779b584783,09190,santo andre,SP
8d956fec2e4337affcb520f56fd8cbfd,09780,sao bernardo do campo,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
138dbe45fc62f1e244378131a6801526,02215,sao paulo,SP
5058e8c1e82653974541e83690655b4a,08583,itaquaquecetuba,SP
9674754b5a0cb32b638cec001178f799,04438,sao paulo,SP
dfa0c4c6229ab200a4a1336b4d7128ff,88085,florianopolis,SC
51e0557bc7b86de13e946c60ee91ce39,31510,belo horizonte,MG
0bebbb2cea103a4a020c95d43fd7d754,02515,sao paulo,SP
f650a9708fa1bab22bdd8d3a818cc415,88901,ararangua,SC
ca3bd7cd9f149df75950150d010fe4a2,04361,sao paulo,SP
323ce52b5b81df2cd804b017b7f09aa7,03306,sao paulo,SP
1caf283236cd69af44cbc09a0a1e7d32,26020,nova iguacu,RJ
59417c56835dd8e2e72f91f809cd4092,13480,limeira,SP
a13580f0e8f782b7a543885a0ef99f08,22790,rio de janeiro,RJ
fe1bbc5feda5c8979a8a1b3b2512d5a6,38680,arinos,MG
23a0ffca143a15b9b5bbdb7d552f626a,13520,sao pedro,SP
32b8764b4ef628b53608fc34011fcc13,88504,lages,SC
d379f449f2a3b271bc01c0782020f705,35500,divinopolis,MG
a2fa0bdc798ee84cdb08281337cf4fb6,88063,florianopolis,SC
1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC
6560211a19b47992c3666cc44a7e94c0,05849,sao paulo,SP
718539d38d07dd351c76db862760e2e2,13088,campinas,SP
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
8a87611c08849ffeeccab52aa798b6c7,82940,curitiba,PR
febab0275244b9a49a623f0bd613ca2f,13920,pedreira,SP
f3da5b2ff499efb8d4a6d371d175d7dd,02407,sao paulo,SP
436bf27f2f18474fc6047702e9f8a866,13041,campinas,SP
a420f60ff1aa9acc80d0e42959f2b313,05138,sao paulo,SP
916748bc99315c2d202898ae58b1617e,18040,sorocaba,SP
6c17baf138731a4aaacc3210adf2037b,14400,franca,SP
8602a61d680a10a82cceeeda0d99ea3d,01001,sao paulo,SP
fde0cc9ea29c8ccfc0a2c22256a58c71,81650,curitiba,PR
e63e8bfa530fb16910dd6956e592bb81,07160,guarulhos,SP
13fa2a6c6b9d0f43cb588d7c82117a12,03567,sao paulo,SP
5343d0649eca2a983820bfe93fc4d17e,09270,santo andre,SP
33a17d60c64393351ebf1ef860f4e0f2,91510,porto alegre,RS
d57e18d5f73c7ccb7f7339b61166898d,03613,sao paulo,SP
dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
55c26bcb609f480eb7868594245febb5,14910,tabatinga,SP
933446e9a59dece7ae9175103820ca8f,81730,curitiba,PR
4aba391bc3b88717ce08eb11e44937b2,45816,arraial d'ajuda (porto seguro),BA
715bbd5ba4e6b74cb0d2f29eb45058b0,13930,serra negra,SP
1430239a858e7682bbc43b20758af153,04087,sao paulo,SP
bb7a14e229b1c95156719c3d9552eeee,23095,rio de janeiro,RJ
4c18691b6037662be2df78a765d98ab5,03167,sao paulo,SP
8f2b51a30523cdecddc2f179f351c7d6,04833,sao paulo,SP
6b536a23086fba0d58c08d68814397f6,24346,niteroi,RJ
6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR
4d600e08ecbe08258c79e536c5a42fee,85988,entre rios do oeste,PR
2089a6d640999f9b9141ac719b2af596,13566,sao carlos,SP
698f5fa55a5f73d0740e9d9a773e8093,20751,rio de janeiro,RJ
2a5b78b41cd05baeac8df54c6606b92c,35570,formiga,MG
b32be1695eb7ec5f10f72d9610a12527,95012,caxias do sul,RS
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
6df688df543f90e9b38f4319e75a9d88,31230,belo horizonte,MG
b1fecf4da1fa2689bccffa0121953643,79107,campo grande,MS
7b1222c3624aa89b9558b50a2594188c,15041,sao jose do rio preto,SP
b8114f2f589a6804810f04f99b36b498,09633,sao bernardo do campo,SP
dee656f0f566ed1aa85bd137c943f08f,12701,cruzeiro,SP
966cb4760537b1404caedd472cc610a5,09920,diadema,SP
6bcb2352a2a0c38b845f598298ab9d26,87050,maringa,PR
f3b80352b986ab4d1057a4b724be19d0,71200,brasilia,DF
0b64bcdb0784abc139af04077d49a20e,92420,canoas,RS
ed4311e67debd72b8610a5347a743087,07170,guarulhos,SP
f52c2422904463fdd7741f99045fecb6,09230,santo andre/sao paulo,SP
bf00385a5f7fc1ef39a13c2e9ee50a5f,01224,sao paulo,SP
ec4608a1f76453166bb312b2968aeaf4,13660,porto ferreira,SP
2bd05d410a8fd26dc4184a15f4f2f588,31130,belo horizonte,MG
293dee954235e4e4e43f129313625ebe,72125,brasilia,DF
cd68562d3f44870c08922d380acae552,14050,ribeirao preto,SP
a67780aba9dd436e7ac0aa1f889e73ec,19027,presidente prudente,SP
00ee68308b45bc5e2660cd833c3f81cc,03333,sao paulo,SP
701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP
59b22a78efb79a4797979612b885db36,38414,uberlandia,MG
ea8482cd71df3c1969d7b9473ff13abc,04160,sao paulo,SP
72bc2cce903c872fe376a8faaa81d237,04693,sao paulo,SP
3d4824f20035949c710eaf111f869d39,18015,sorocaba,SP
042573af89b6d931f672efaf789d8358,18015,sorocaba,SP
fe2032dab1a61af8794248c8196565c9,13030,campinas,SP
3092c0b297aacfb4bb6e056ebe13b9b8,07402,aruja,SP
e0a366315b1b726b6c7832d664c0f530,02258,sao paulo,SP
4049512728d969bec69f84088b012416,30310,belo horizonte,MG
4e17c65a516f69d023a2ae78b84f28d6,08673,suzano,SP
d558ebe531605a1285ab2b1bc3256dfb,35501,divinopolis,MG
18a349e75d307f4b4cc646a691ed4216,01319,sao paulo,SP
ed859002ad59dbf8cf3602696a6c3000,86035,londrina,PR
12b9676b00f60f3b700e83af21824c0e,95780,montenegro,RS
8fdca8e349553f99bc738833a62c8802,02189,sao paulo,SP
4091f77d8c768fc3e81c20761471761d,03059,sao paulo,SP
26bad72add1f86e08a776ce4ffdaf1ca,14470,pedregulho,SP
612170e34b97004b3ba37eae81836b4c,93542,novo hamburgo,RS
2a84855fd20af891be03bc5924d2b453,30111,belo horizonte,MG
4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
8cbac7e12637ed9cffa18c7875207478,89254,jaragua do sul,SC
fdb9095204a334cd8872252ffec6f2db,03331,sao paulo,SP
aae3bfea055532c57fb453ed3ec80b30,09271,santo andre,SP
cb5df0dcb9e280b1780e9d589889f2c7,15115,bady bassitt,SP
2dee2ce60de9709b1a24083217181a1f,78552,sinop,MT
f84fa566034f5e8e880a07ec624c56af,13330,indaiatuba,SP
4c1c7281388a33dd06daac44f9fadbd1,17510,marilia,SP
9cea4682e16655f7da87f406902e989e,83707,araucaria,PR
9f50216bfd01913736a55a11b55ea842,12020,taubate,SP
aafe36600ce604f205b86b5084d3d767,88115,sao jose,SC
c4af86330efa7a2620772227d2d670c9,08840,mogi das cruzes,SP
a888faf2d1baececa6baf9c3d603ee1f,87502,umuarama,PR
31be790e64fc99f8ff48ec2bd18a3104,09690,sao bernardo do campo,SP
41b39e28db005d9731d9d485a83b4c38,09220,santo andre,SP
809413606dbfe5deefd2db646693ef67,04602,sao paulo,SP
609e1a9a6c2539919b8205cf7c4e6ff0,88359,brusque,SC
001cca7ae9ae17fb1caed9dfb1094831,29156,cariacica,ES
2eb70248d66e0e3ef83659f71b244378,13101,campinas,SP
c6bda72e4dbf5c5866b13cb1810c6d03,03087,sao paulo,SP
cd06602b43d8800bd0afad514919d35c,04119,sao paulo,SP
e882b2a25a10b9c057cc49695f222c19,25963,teresopolis,RJ
9baf5cb77970f539089d09a38bcec5c3,13330,indaiatuba,SP
dbc22125167c298ef99da25668e1011f,37564,borda da mata,MG
56e361f411e38dcef17cdc2a3d99628b,07113,guarulhos,SP
048c2757535328e0d7dac690ad3c0aae,14406,franca,SP
b127efdabeffb5d559349c7b172eb75d,04308,sao paulo,SP
33d677f27a69b84051204ee4ae76eaca,89218,joinville,SC
d91fb3b7d041e83b64a00a3edfb37e4f,11704,praia grande,SP
3d5d0dc7073a299e31fa718ce1bc00b6,22785,rio de janeiro,RJ
688756f717c462a206ad854c5027a64a,07094,guarulhos,SP
17998cf586426bf0f2c3726cb0a4b211,30710,belo horizonte,MG
c864036feaab8c1659f65ea4faebe1da,83605,campo largo,PR
ba143b05f0110f0dc71ad71b4466ce92,02274,sao paulo,SP
c522be04e020c1e7b79f3acff36513d5,06501,santana de parnaiba,SP
5f5b43b2bffa8656e4bc6efeb13cc649,04880,sao paulo,SP
6e864f5c4669eff3d98140a07cc50202,05639,sao paulo,SP
d9bd94811c3338dceb4181f3dbc0c73e,04186,sao paulo,SP
7c67e1448b00f6e969d365cea6b010ab,08577,itaquaquecetuba,SP
d8bf0fc082fd4a77fc2e5679b6c00133,03184,sao paulo,SP
66dc1b1632bd6a3e508510c5b3492107,17210,jau,SP
b335c59ab742f751a85db9c411a86739,38442,araguari,MG
c24173065483e421f9e5e7f599de101d,03548,sao paulo,SP
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR
43f8c9950d11ecd03a0304a49e010da6,06341,carapicuiba,SP
c26a2be5b53b7db6b276280da212a779,28630,nova friburgo,RJ
c60b801f2d52c7f7f91de00870882a75,07174,guarulhos,SP
eeb6de78f79159600292e314a77cbd18,88501,lages,SC
f049a72cf58fd31b11f8919cade515e7,01023,sao paulo,SP
4bf2f4ee540798a61f9636d12cd9cc80,19814,assis,SP
25e6ffe976bd75618accfe16cefcbd0d,05503,sao paulo,SP
1d8dbc4f32378d715c717c1c1fc57bae,86706,arapongas,PR
fc906263ca5083d09dce42fe02247800,31030,belo horizonte,MG
9596c870880d900012f2e8e6e30d06d7,37074,varginha,MG
1da366cade6d8276e7d8beea7af5d4bf,36500,uba,MG
e96498ed8daaa3e9c23f7a62da76591c,05373,sao paulo,SP
2156f2671501a81034d7d07f217609d0,04776,sp,SP
128639473a139ac0f3e5f5ade55873a5,87050,maringa,PR
0791d9fc1e30678ecf03d3e55fa108d3,30775,belo horizonte,MG
7a241947449cc45dbfda4f9d0798d9d0,37590,jacutinga,MG
7e1fb0a3ebfb01ffb3a7dae98bf3238d,14403,franca,SP
376a891762bbdecbc02b4b6adec3fdda,74323,goiania,GO
1dfe5347016252a7884b694d4f10f5c4,14940,ibitinga,SP
48985c61529077fa4f1e38bcff0f2ed3,90020,porto alegre,RS
25c5c91f63607446a97b143d2d535d31,35680,itauna,MG
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
1eade46fba20122dc4aefb379f8c636b,02066,sao paulo,SP
c9a06ece156bb057372c68718ec8909b,73020,brasilia,DF
40d54b51e962dbe09cabbcfd33298dee,09230,santo andre,SP
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG
101a3a003516bc11253298b2fad3cb65,13503,rio claro,SP
058cb5aeb36d7c0fcae20fc85d5e0a59,21635,rio de janeiro,RJ
48efc9d94a9834137efd9ea76b065a38,81130,curitiba,PR
218f991754f360af9c2daa5e0b8e990c,01123,sao paulo,SP
0dd184061fb0eaa7ca37932c68ab91c5,07031,guarulhos,SP
c3867b4666c7d76867627c2f7fb22e21,14580,guara,SP
0bae85eb84b9fb3bd773911e89288d54,88301,itajai,SP
df91910b6a03bb2e3358fa6a35e32f6f,09560,sao paulo,SP
dbdd0ec73a4817971d962698f2fea022,60710,fortaleza,CE
058fd0aa2bfdb2274e05e1ae971dabb6,09020,santo andre,SP
08633c14ef2db992c11f840f04fad4cd,09416,ribeirao pires,SP
f419677537694f0462a91990df6ca44f,09750,sao bernardo do campo,SP
70bf57d811208f8923b41bbd499a67a4,07866,franco da rocha,SP
5b8154610ebb21fb90eb587365e673df,12246,sao jose dos campos,SP
fb89df7f89fd1b8f03fa2acca1ba7364,85853,foz do iguacu,PR
b18871c324516afa228a13e8f1ef0ae9,04186,sao paulo,SP
17ca9b9e9b9ef8fdb529001b49ebb50f,32677,betim,MG
9add47bf45ce8e8c7db6b9cf670b1e09,83830,fazenda rio grande,PR
f262cbc1c910c83959f849465454ddd3,03564,sao paulo,SP
c113b8df1fc375bc3d73d29c1b1144d1,08021,sao paulo,SP
432c37c9dfba871172ec162e20118b8c,70235,brasilia,DF
e9511df20ccd82658a30c37b7fb343af,17026,bauru,SP
27a56ff04b34c2ba34ce6ba4d3b9d616,13033,campinas,SP
888faa8bfb0b159c37de6d898b961c31,88750,braco do norte,SC
6c12e40690c335dbc2f68a4134d30dc1,84178,castro,PR
65febd49fd28ec955651299159b1f527,03275,sao paulo,SP
5b581417df4480f632484ba681e53944,88050,florianopolis,SC
c7c7b2682c648339a0e9846bb1023a39,12916,braganca paulista,SP
