order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
03343a88c4d669e6378c5aedc4147919,1,b36f3c918c91478c4559160022d3f14e,1ca7077d890b907f89be8c954a02686a,2018-01-22 12:16:58,150.00,8.30
035c06c36cc8685238297b6af0c280f3,1,71d22271ee986bf5a46a2c199da0265b,259f7b5e6e482c230e5bfaa670b6bb8f,2018-03-29 02:55:37,39.90,11.15
036b791897847cdb8e39df7943367474,1,e493b6001e292d2cdb2c6172bac9d0a4,8a32e327fe2c1b3511609d81aaf9f042,2017-05-18 02:50:36,49.99,9.34
036ea72a17833a6fbbcd3e4df8250292,1,6401d2f82d6e6c52998ce626fe4eda24,835f0f7810c76831d6c7d24c7a646d4d,2017-09-12 06:24:16,69.90,15.24
0372d2e3d0ac2600aa8e08e6c46cb7dc,1,7c1bd920dbdf22470b68bde975dd3ccf,cc419e0650a3c5ba77189a1882b7556a,2017-10-09 13:04:41,58.99,17.66
037556f936da90c5f9504956ff286860,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2017-05-09 12:10:24,59.90,13.00
0379c7b005e9be5439462ece4e356341,1,51ce083cd2b9078656a94655ab45b8a4,da8622b14eb17ae2831f4ac5b9dab84a,2018-02-28 02:15:45,199.90,21.89
037e4ea044a589bcfbceb43210ba7024,1,15c2f1db81672725401439acc4872622,994f04b3718c2bab35c2adfa8afecd2a,2018-02-22 08:35:24,119.90,12.04
038345c4a9d21c17180f2f77e1701c69,1,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,2017-11-20 20:07:41,99.00,33.08
03b218d39c422c250f389120c531b61f,1,c1488892604e4ba5cff5b4eb4d595400,1554a68530182680ad5c8b042c3ab563,2017-01-18 14:20:01,38.50,11.74
03b566bccfbc64cf92b82db663a243f8,1,617186c3d97ea56c9c683a8a3974e8c1,cc419e0650a3c5ba77189a1882b7556a,2017-11-10 02:26:55,84.99,27.13
03bd6f7b95588e476cdef4abb2cfdd0d,1,af2d506fb01b724e03591349ad36b67e,4b9750c8ad28220fe6702d4ecb7c898f,2018-08-02 11:10:21,48.90,9.09
03c765107c8fc34c68a82bbd6c686856,1,e251ebd2858be1aa7d9b2087a6992580,001cca7ae9ae17fb1caed9dfb1094831,2017-04-13 20:25:10,112.00,14.95
03c83b31dbc387f83f1b5579b53182fb,1,a04087ab6a96ffa041f8a2701a72b616,53243585a1d6dc2643021fd1853d8905,2018-01-15 07:26:47,599.00,73.41
03c968d10d8c63bd2388245d02579fde,1,056193fc88b3f131fae751356896b168,7a241947449cc45dbfda4f9d0798d9d0,2017-05-30 19:03:12,129.99,31.66
03ddab02775c66c855ad41424ae356e3,1,cd46a885543f0e169a49f1eb25c04e43,710e3548e02bc1d2831dfc4f1b5b14d4,2018-02-12 17:15:39,99.99,19.94
04082ed3fe3aa0b4af00796e94ead6ba,1,461f43be3bdf8844e65b62d9ac2c7a5a,7d13fca15225358621be4086e1eb0964,2018-05-16 17:38:09,118.00,21.01
0412b784548c0bf8cc35073f13923e2c,1,f1f01d27cb8664e16d57ef4a8075f3be,46dc3b2cc0980fb8ec44634e21d2718e,2017-10-02 23:04:31,269.99,22.73
043c74b543e990bd18b14ef1e4344031,1,5e655ad6a29335c852b7829a5e340c80,530ec6109d11eaaf87999465c6afee01,2017-08-21 09:23:58,129.90,17.35
048fec87f5858e3a91ce55d3a944b457,1,1cac29154057b66c1cfcb6ff58e2fdbf,b8114f2f589a6804810f04f99b36b498,2018-05-21 23:15:18,42.42,19.36
048fec87f5858e3a91ce55d3a944b457,2,625218e2e2b4668a47d08911e0def1a4,b8114f2f589a6804810f04f99b36b498,2018-05-21 23:15:18,42.42,19.36
048fec87f5858e3a91ce55d3a944b457,3,3c839ed874f2e0444a38bfc8daf5ad5e,b8114f2f589a6804810f04f99b36b498,2018-05-21 23:15:18,161.42,19.35
04af40a6714e5ab254138fcd4863f0c1,1,7e0995bd610eb1dfe49155b549079047,14d7985702e72162bbf13b6beb74ab2b,2018-03-14 22:31:32,40.00,7.39
04bf4de54cc6a9145f3ca780b9f45d54,1,30b6868bde148b4c71716da3f1cdd9e3,aafe36600ce604f205b86b5084d3d767,2017-05-18 02:55:23,59.90,16.18
0507a74781354ea643bff372311d2a97,1,aa70ae9ee9a798d44ae6e00ce6d82cb1,c70c1b0d8ca86052f45a432a38b73958,2018-05-25 17:31:40,110.32,7.64
05147da86ae779803eaa2a5480010af9,1,0a29ce51f88190dc32d9f6a23f7e9a8c,138dbe45fc62f1e244378131a6801526,2018-06-14 01:55:12,9.90,7.39
052523fd2c735b15cb107afc0a413bc2,1,c1488892604e4ba5cff5b4eb4d595400,1554a68530182680ad5c8b042c3ab563,2017-01-31 17:21:48,38.50,18.00
052b35671e2bdd45aa889c5fa09e2809,1,41cd333a4af5e36df81fc0b83ccf8e2d,5dceca129747e92ff8ef7a997dc4f8ca,2017-12-28 17:30:54,388.00,15.27
055eb7e5645d86bd278fc4f419622e8d,1,46f739c1cd676603026c0af4d29ef7a5,198c7ea11960a9844b544d9bcdca860c,2017-01-30 13:14:02,139.99,16.09
0571cdb407bf04b419c94ffd7acbd874,1,91b08d34d0ba4db44da2dc382867ba49,b76dba6c951ab00dc4edf0a1aa88037e,2017-01-23 21:24:05,6.90,15.65
058ac520863d0c0d57e3cf920de368d4,1,b1688f579e9213539ee21cf15ac4382a,ea8482cd71df3c1969d7b9473ff13abc,2018-05-25 02:56:24,24.99,15.23
058afe6c6322b4773393a66003934493,1,3cc52e01a315aba7f650574a3a256b1a,e5a38146df062edaf55c38afa99e42dc,2017-01-23 19:35:35,229.90,15.39
05be03ef1c99159686f59d8a51dd17f9,1,6255356ea20f71ebc7015ca970718bb6,6edacfd9f9074789dad6d62ba7950b9c,2017-11-06 14:50:44,49.90,15.79
05ca3bba2e4c3bc5c601b57af96cf3cf,1,f422d0d9f8b5f7c27289382b14b61248,1554a68530182680ad5c8b042c3ab563,2017-02-07 14:24:28,66.99,18.00
05cd156f0f47579a36d7a52724fc31b8,1,913580fde3e72c3b3e4ce0b79963bee6,b76dba6c951ab00dc4edf0a1aa88037e,2017-01-18 18:27:28,10.99,14.52
05cece27facc8007b2952d0b5bbfe9d6,1,f89cd865cac300a9bf1320dd8f0fa223,8b321bb669392f5163d04c59e235e066,2018-02-01 14:22:18,11.55,15.10
05d3fead61b937bd7176c28ef8ed34be,1,95bc2131ece03edd6623b82c80db02bb,1b4c3a6f53068f0b6944d2d005c9fc89,2018-01-15 16:37:22,79.49,17.00
060b8f810cc106b90824b59a26ceb0db,1,b87bbfdf00132276418f99d965fdf676,02ecc2a19303f05e59ce133fd923fff7,2018-07-10 22:31:18,149.90,27.35
061b74bca735bb2c1953e40bc098101d,1,f8ea5fcf9c628485e01b9c3cf52728c2,8a32e327fe2c1b3511609d81aaf9f042,2017-12-01 20:48:26,12.99,11.73
061b74bca735bb2c1953e40bc098101d,2,f8ea5fcf9c628485e01b9c3cf52728c2,8a32e327fe2c1b3511609d81aaf9f042,2017-12-01 20:48:26,12.99,11.73
061b74bca735bb2c1953e40bc098101d,3,f8ea5fcf9c628485e01b9c3cf52728c2,8a32e327fe2c1b3511609d81aaf9f042,2017-12-01 20:48:26,12.99,11.73
061b74bca735bb2c1953e40bc098101d,4,f8ea5fcf9c628485e01b9c3cf52728c2,8a32e327fe2c1b3511609d81aaf9f042,2017-12-01 20:48:26,12.99,11.73
0629053d0e1e598c7a5048031e19e31b,1,9c31382f02ac001fe1a33a466471d98c,08084d990eb3f53af056ccbc1730c8a7,2018-07-01 21:53:29,29.10,21.50
062f0992a050330334749ffa530fa796,1,5b8423dc7f23089c9c59c5d140eb5a1c,a3a38f4affed601eb87a97788c949667,2017-01-31 16:55:48,129.99,18.00
06544096bb7077c0f701d0d6f660e11f,1,0afdab080dc525494d5a0adc4c1c0854,cca3071e3e9bb7d12640c9fbe2301306,2017-04-07 17:15:23,83.36,11.97
0670e42d70788dc30446908644d4cd74,1,71e5d0eb5a5fcc829dc6c1bc1ecac7cf,4c2b230173bb36f9b240f2b8ac11786e,2018-02-28 11:51:11,59.90,15.17
0670e42d70788dc30446908644d4cd74,2,71e5d0eb5a5fcc829dc6c1bc1ecac7cf,4c2b230173bb36f9b240f2b8ac11786e,2018-02-28 11:51:11,59.90,15.17
067410a773ded180052ac522f139ab41,1,72172e982e8b92155069e4201c92c0bb,9b013e03b2ab786505a1d3b5c0756754,2018-01-11 02:08:30,35.49,11.85
067c946a70abc2e1e8d9185ae309b48a,1,f1c7f353075ce59d8a6f3cf58f419c9c,37be5a7c751166fbc5f8ccba4119e043,2017-07-17 09:30:11,205.00,26.27
06851487bfc68744f67fbc8ad1934d43,1,c4baedd846ed09b85f78a781b522f126,a1043bafd471dff536d0c462352beb48,2017-09-28 13:24:17,99.00,34.05
06cd9d207dfbdde70cff4074b5b3dfaf,1,6109d0cae3bcb57d579bc0fab6e61814,dbc22125167c298ef99da25668e1011f,2018-06-12 09:29:57,77.10,23.12
06d77e4ba21f283252286b6a72fb8fe2,1,6e649da572cb3e7bd20ef7203d43829c,0791d9fc1e30678ecf03d3e55fa108d3,2018-07-13 02:15:08,78.00,18.35
06e93d3bf0469b969d3eb95a8d55d68f,1,5d92abea542c2022dfee91dd630f2697,00ee68308b45bc5e2660cd833c3f81cc,2018-02-23 11:07:41,115.00,9.62
06ec25371486403c9aa7249f067fc5aa,1,9b2db9ec16a8a51549f32462bf973523,c8b3445d737de6befde0c88ede534a5e,2018-03-22 00:11:02,119.99,26.92
06f5f6139b33f53defc64643f1252d53,1,1412c0124f6acb78a0a1023ea5e82c88,82bd0703a4aefd6b599e5bfdaed378fb,2017-01-21 14:50:19,44.90,15.56
070162e1ae6ad420c0766af516a31a5b,1,ce066f4a83649651549d717c9b566816,4d6d651bd7684af3fffabd5f08d12e5a,2018-06-29 18:21:06,69.90,26.79
070162e1ae6ad420c0766af516a31a5b,2,ce066f4a83649651549d717c9b566816,4d6d651bd7684af3fffabd5f08d12e5a,2018-06-29 18:21:06,69.90,26.79
07120a6d39e99f6aec742cfa39ab4cac,1,9feeadd6b97835152e83e1b25b46f5c4,3fd1e727ba94cfe122d165e176ce7967,2018-01-25 13:41:36,104.90,16.49
0718634f87a84ae0468224ecca3584d1,1,d9fbc33029641ba345b15a2c8dd86f10,8a432f4e5b471f8da497d7dc517666e2,2018-08-22 17:50:37,139.00,18.10
072e34b42ad90d7472e9a798f19a6bdb,1,7340a3839a1de1e99d149b8cf052a2ec,4a3ca9315b744ce9f8e9374361493884,2017-02-04 16:13:48,69.90,15.70
07402f8be1c291f1c5da3edeaf5cb8b1,1,6f3ec6fc14615aaed51a2e900868a3cf,2a7dc43cecabf23403078e2188437d1d,2018-01-15 19:39:27,25.90,15.11
074eb2398def4038d7fc4fb8a5aeb0bf,1,4fcb3d9a5f4871e8362dfedbdb02b064,8581055ce74af1daba164fdbd55a40de,2017-12-07 01:51:10,143.80,14.68
074eb2398def4038d7fc4fb8a5aeb0bf,2,f4f67ccaece962d013a4e1d7dc3a61f7,8581055ce74af1daba164fdbd55a40de,2017-12-07 01:51:10,229.04,21.34
0794929f95ad2d3371bf525e22a2603f,1,6987398dff454a3138231540e2a6ec61,25c5c91f63607446a97b143d2d535d31,2017-11-14 03:30:33,134.00,47.47
07fa3b6d7ec7fa27de9d00bdc93d36cf,1,d04ae06ca1423cdc5bd50d87c0f7c372,634964b17796e64304cadf1ad3050fb7,2018-07-26 17:30:20,59.90,15.52
07fcf4ec8cadbea34c5b508e35e716c0,1,4fcb3d9a5f4871e8362dfedbdb02b064,8581055ce74af1daba164fdbd55a40de,2018-04-24 08:51:30,143.80,19.93
082143e4f5f63e4e768aa4d5c70d0d02,1,4ac50dbde931c0a5ed8c33d3dc047351,e5a38146df062edaf55c38afa99e42dc,2017-06-20 20:55:18,61.80,16.68
0872f22df707596feed1639609f6eba7,1,3f14d740544f37ece8a9e7bc8349797e,f457c46070d02cadd8a68551231220dd,2018-02-06 02:55:43,84.90,15.34
089896265e5395ee8335f9f417a7f6c0,1,b63e8531d772927d6d0b5e4ee1c48389,213b25e6f54661939f11710a6fddb871,2018-06-11 18:35:21,151.80,18.94
08b04eb82fbd41d6a4a779d822d57a08,1,54f45413afc0d5480c59f5dfeed2d19f,5ab05b6d86d417796c69ffd6774ec832,2017-03-17 14:20:10,99.90,20.78
08c3c0d49b3cb66764234e0fa980e850,1,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,2017-12-11 13:53:42,179.99,45.72
08e617c0a81895c4d5f6ab1e4a20fad0,1,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.50
08e617c0a81895c4d5f6ab1e4a20fad0,2,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.50
08e617c0a81895c4d5f6ab1e4a20fad0,3,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.50
08e617c0a81895c4d5f6ab1e4a20fad0,4,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.50
0902d364e14a1dc0b156a550d070cbb6,1,d322eb25f02924adba73e58dbc36b29c,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-25 23:10:23,219.00,38.22
091bd68043b7a721b0d82b5ff36304fa,1,c9d1849f97b6fe404378805a105d64ec,7722b1df1b0e383e000397b2c11e3e19,2017-03-09 18:15:13,89.90,14.80
097c6926697b318e2e49c0d92843211a,1,a096400f2b6fbe9c868f7dd5f1333e5a,cbd996ad3c1b7dc71fd0e5f5df9087e2,2017-10-20 04:28:37,43.20,11.85
097c6926697b318e2e49c0d92843211a,2,a096400f2b6fbe9c868f7dd5f1333e5a,cbd996ad3c1b7dc71fd0e5f5df9087e2,2017-10-20 04:28:37,43.20,11.85
097c6926697b318e2e49c0d92843211a,3,a096400f2b6fbe9c868f7dd5f1333e5a,cbd996ad3c1b7dc71fd0e5f5df9087e2,2017-10-20 04:28:37,43.20,11.85
097c6926697b318e2e49c0d92843211a,4,a096400f2b6fbe9c868f7dd5f1333e5a,cbd996ad3c1b7dc71fd0e5f5df9087e2,2017-10-20 04:28:37,43.20,11.85
09b38400b1601bc9dea9de02c710857f,1,8338cef8355d238f43711dcb9c0657b2,cca3071e3e9bb7d12640c9fbe2301306,2017-01-27 13:23:49,45.90,14.52
09c06d47b8b58dbabf753646fe5b89ab,1,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-04-09 13:35:15,330.00,19.53
09c55723561623b19ad72cf0299d58bc,1,3b10cf7d1e08c598428ad6eb7c59d09c,8a432f4e5b471f8da497d7dc517666e2,2018-08-24 09:55:11,89.00,23.42
09c55723561623b19ad72cf0299d58bc,2,3b10cf7d1e08c598428ad6eb7c59d09c,8a432f4e5b471f8da497d7dc517666e2,2018-08-24 09:55:11,89.00,23.42
09d557bf440b6c3b40cacfbb24fd5e28,1,5b8423dc7f23089c9c59c5d140eb5a1c,a3a38f4affed601eb87a97788c949667,2017-01-15 20:12:38,129.99,29.19
09f2c6e797b432724b3a123f1ec897bb,1,2e0ce433616916840a405d0853407af8,897060da8b9a21f655304d50fd935913,2018-02-21 15:26:39,25.90,11.85
09f58c00f941827ab206de7796785e44,1,55ba658d5c2f0b1f118f98c36fe3fa04,48efc9d94a9834137efd9ea76b065a38,2017-01-09 16:05:07,8.90,8.72
09f8cd8a102b3f3fa2d5db0c6aee489a,1,e004a3b7f9524967fdb68bb70f850eb0,53243585a1d6dc2643021fd1853d8905,2017-09-21 16:50:20,730.00,80.13
0a029b521ffceb219d63dce7e02403bc,1,14bc0f89b7126bb00dfa6432d85340de,4869f7a5dfa277a7dca6462dcf3b52b2,2017-11-29 22:31:16,188.00,17.76
0a14f9fc5324099db2a5418351592675,1,70906e04da1eebf3d1b8791bd09ffe85,00fc707aaaad2d31347cf883cd2dfe10,2018-03-14 10:48:49,70.00,15.24
0a1ad2c293c3baacc6b2c2d442c71acd,1,f27f59721d5a9cb39432b91f812ee308,436bf27f2f18474fc6047702e9f8a866,2017-01-22 12:51:23,29.90,14.52
0a2798cd0ba9166659c07e35ef5eb817,1,75b65bf02912d0c0ec94785f80216982,a673821011d0cec28146ea42f5ab767f,2017-11-27 12:57:37,99.90,34.86
0a2902af9ad58b25df153a4e743b5db9,1,30469bb5ea377eae7121981e2f0778e4,80e6699fe29150b372a0c8a1ebf7dcc8,2017-12-19 13:32:07,139.90,61.01
0a8758ec6f399b52f2ecb7b1a0c4c16c,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2017-11-30 17:53:04,49.00,17.67
0aa6d207e7ba004eef415715c25765ce,1,d934b48db429df3e1f8af7e7368489ee,32f1bb9dfa65bc7df5c0d9d95a616be4,2018-04-19 12:15:24,99.90,18.58
0ad9d4e4f4c9746b59ddb9c18d30d241,1,9988437646bfc0cbe0f97d4451cb08fc,d91fb3b7d041e83b64a00a3edfb37e4f,2018-08-07 15:43:53,100.00,51.42
0afbc110b84719faaef4887a5cff5a2c,1,7340a3839a1de1e99d149b8cf052a2ec,4a3ca9315b744ce9f8e9374361493884,2017-02-04 22:31:13,69.90,11.88
0b1290e557f053467333ff365790c5a4,1,e015a943a2281ba26f48e93527fc5af1,f63d8f293af3a6454377546bd9dd19ff,2017-08-16 21:05:14,45.99,13.37
0b1e77ab8db5ec5c6af5514bcdf20240,1,a047946d25055f32f36a8c39e7113b53,2745f798279e0ed033addcc1474776d7,2018-02-22 06:55:56,110.80,11.98
0b3d8a1bbaa4e340e25adfd640f70308,1,a794505b7d66eea7dbd7d5649881ffb1,b4ffb71f0cb1b1c3d63fad021ecf93e1,2018-04-23 01:30:21,137.00,53.09
0b6d11d4a289a1574e8888f2558dd548,1,d4d538563de6b49c547e6997f0f8be32,5a8e7d5003a1f221f9e1d6e411de7c23,2017-02-01 16:03:15,59.90,15.63
0b710815eacb6ac13165d4cf70dbd5cf,1,574597aaf385996112490308e37399ce,febab0275244b9a49a623f0bd613ca2f,2017-02-22 16:26:05,49.00,18.63
0b7a6fc05a25cefe1287ad5568d08c4f,1,2b0422f04592a663193d00d032c3c987,06a2c3af7b3aee5d69171b0e14f0ee87,2018-05-08 14:31:35,119.99,32.76
0b7ca56dc6b9eb97c8a0c7b19341b025,1,de20fea8f26ba09202b61d3e5ea8bbc5,f61c63d13f7cd800549d5acdd390ae72,2018-05-04 17:50:27,30.00,14.44
0bd66289bf194ff3edb0841291f58da1,1,b249cf5fcf68f70e13515489f0fcb627,df560393f3a51e74553ab94004ba5c87,2017-04-27 22:50:21,69.90,15.70
0bd92af478239fae08847d13e9fd8617,1,34157b9ee376927e58c66e9a69cc8704,f45122a9ab94eb4f3f8953578bc0c560,2018-04-25 09:52:37,49.99,12.79
0c13a63ac0ab32f6187a8347b7a3ce2a,1,371fa349d92646bbeea5873df0bcdc5a,4830e40640734fc1c52cd21127c341d4,2018-05-04 14:30:23,39.00,16.32
0c1457493ca1492c4a4417fc278605b0,1,788a4c7f064e9ac6d3e9900512825aa5,1b8b75e227c9a9c100d0c210fb6176ce,2017-12-07 15:53:18,139.99,16.74
0c162a9eb881c1a8a2e5bcec41cd2cfd,1,79bd832302282bb4f305c5947c2bee1a,c33847515fa6305ce6feb1e818569f13,2018-06-20 21:16:20,129.00,41.19
0c1f1a0595fb30e05d526ab83576cd24,1,a59fb60fddcc72a9878b7ed5cb69d8e4,7040e82f899a04d1b434b795a43b4617,2018-08-31 09:30:18,14.90,7.39
0c2cf3b3583c8f83ff9b3122d44fdaeb,1,8873909eb9409566f9d5a6d47c4d38c1,08633c14ef2db992c11f840f04fad4cd,2018-08-28 15:05:11,15.90,7.39
0c355e13567802628373895daf5f0a61,1,b425f28bf3d41f70cc18da7a525ee65c,a425f92c199eb576938df686728acd20,2018-01-11 20:27:40,42.50,12.48
0c3a7b14aa5e70ef5991122f6bb552de,1,f07ef9dd6e2d9a366ff30a25e210be70,62c50c1af4dfdc4149d25c5222043d39,2017-01-30 10:44:38,137.99,16.67
0c433b41ac4f5739f4c65e19bbdc8208,1,36f60d45225e60c7da4558b070ce4b60,8e6d7754bc7e0f22c96d255ebda59eba,2018-01-16 20:57:26,109.89,11.75
0c433b41ac4f5739f4c65e19bbdc8208,2,e53e557d5a159f5aa2c5e995dfdf244b,8e6d7754bc7e0f22c96d255ebda59eba,2018-01-16 20:57:26,109.89,14.46
0c511eb6cecb1f110a807dad27440c81,1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,2017-10-02 15:04:42,48.90,16.60
0c5d85fbd4b20a1d9d5fc6a29e739f36,1,9d374944ce89ce9afd8c8f79fb7f3bc9,9646c3513289980f17226a2fc4720dbd,2017-01-29 18:04:52,30.00,20.80
0c91f244ab45cbe4383163d46635b442,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,2018-07-27 09:31:48,29.90,7.47
0c9b19430ea3cf0e01b6686df953ad6d,1,62d41a80c366aa2d8644e3270adf8440,9c0e69c7bf2619675bbadf47b43f655a,2017-06-22 03:21:10,220.91,9.29
0ca3024fdd038f1b734a8f1bc57e9055,1,51218a8d006d67354e44e530d57f9a20,7b07b3c7487f0ea825fc6df75abd658b,2018-01-24 09:11:28,39.90,9.34
0cabc61e5deb17c32904e1b512204efd,1,e3425df9bd51be69917273c9dd92ed5e,86ccac0b835037332a596a33b6949ee1,2017-07-06 12:15:11,66.89,17.72
0cae3692c0412d717beb36ce3faebcb0,1,685919d3ededc26c0ec078b32241025a,855668e0971d4dfd7bef1b6a4133b41b,2018-05-04 20:54:40,52.00,17.94
0cce12b5e68a55914cd38b40985f7262,1,e6a893a996e7ca82a3a9eacd0029789d,527801b552d0077ffd170872eb49683b,2018-01-29 03:37:51,44.90,16.11
0cd0bff6841594d9006994fcfbf3e44b,1,df969ce58d2f301f941a09bc75558cd4,7a67c85e85bb2ce8582c35f2203ad736,2017-08-10 02:33:05,15.99,16.11
0cd2179b125d8eab88815631c3ce586e,1,d2b0f9cd5e31ed47dbf92b157c0cda96,70eea00b476a314817cefde4aad4f89a,2017-12-21 02:34:40,199.90,21.89
